,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
8111,12302055,Fisher River near Libby MT,Non-ref,MT,78014001,0.00014575827785046807,2185.286,2185.483639730277,0.009044112774114365,excellent,0
4673,06485500,"Big Sioux River at Akron, IA",Non-ref,IA,74022591,0.0001782309782639633,19904.46,19906.292130318063,0.00920462206994673,excellent,0
8153,12353000,Clark Fork below Missoula MT,Non-ref,MT,78017471,0.0004551174945971943,23353.03,23355.235677071967,0.00944492886776679,excellent,0
1435,02153551,"BROAD RIVER BELOW NINETYNINE ISLAND RESERVOIR,SC",Non-ref,SC,73009366,0.000813879905145804,4036.788,4036.3831229242464,0.01002968389109299,excellent,0
1079,01667500,"RAPIDAN RIVER NEAR CULPEPER, VA",Ref,VA,73006805,0.0002989741752038352,1209.747,1209.8751781231474,0.010595448729968829,excellent,0
6401,08477000,"MIMBRES RIVER NEAR MIMBRES, NM",Non-ref,NM,75005854,0.00031701999999711466,401.6232,401.5784816902724,0.011134394060804707,excellent,0
4466,06335500,"LITTLE MISSOURI RIVER AT MARMARTH, ND",Non-ref,ND,74004570,0.0009820911803052558,12070.69,12069.320441852884,0.011346146302461165,excellent,0
4774,06713500,"CHERRY CREEK AT DENVER, CO.",Non-ref,CO,74038842,1.8260000004488575e-05,1063.21,1063.330854699045,0.01136696410350845,excellent,0
2314,03072500,"Monongahela River at Greensboro, PA",Non-ref,PA,74037607,0.0009108433333580024,11349.65,11348.33292172866,0.011604571694638214,excellent,0
5466,07185000,"Neosho River near Commerce, OK",Non-ref,OK,74054132,0.00021606119103227163,15347.65,15349.591839961568,0.012652360208682722,excellent,0
6712,09342500,"SAN JUAN RIVER AT PAGOSA SPRINGS, CO.",Non-ref,CO,77015093,0.0002860977428457895,726.894,726.9864665914588,0.012720780672118308,excellent,0
2952,03428000,"WEST FORK STONES RIVER NEAR MURFREESBORO, TN",Non-ref,TN,74056071,7.800000020097286e-06,331.3008,331.34356229227456,0.012907391794578844,excellent,0
1202,02077500,"HYCO RIVER NEAR DENNISTON, VA",Non-ref,VA,73007981,0.0004982250810313499,746.7939,746.8907414539436,0.012967627874789191,excellent,0
5692,07326500,"Washita River at Anadarko, OK",Non-ref,OK,74061169,0.000771700000015585,9429.761,9431.031232002553,0.01347045808003832,excellent,0
8251,12484500,"YAKIMA RIVER AT UMTANUM, WA",Non-ref,WA,78017721,0.0001367968778775445,4139.169,4139.731399136696,0.013587247505393304,excellent,0
5458,07180400,"COTTONWOOD R NR FLORENCE, KS",Non-ref,KS,74045912,0.00025643000000741267,1935.677,1935.4002444584612,0.014297609649683551,excellent,0
6050,08100000,"Leon Rv nr Hamilton, TX",Non-ref,TX,75006061,0.00011349770942858921,4999.764,5000.4899239178385,0.014519163661292259,excellent,0
6254,08211500,"Nueces Rv at Calallen, TX",Non-ref,TX,75017619,0.000616181971671637,43211.08,43204.66577458818,0.01484393681393671,excellent,0
6477,09073300,"ROARING FORK RIVER AB DIFFICULT C NR ASPEN, CO.",Non-ref,CO,77008399,0.0002688446479356728,196.7139,196.74329469924592,0.014942868422580642,excellent,0
4455,06326500,Powder River near Locate MT,Non-ref,MT,74004684,0.0006040271116636058,33847.35,33852.46577456523,0.015114254336693486,excellent,0
1349,02130561,"PEE DEE RIVER NR BENNETTSVILLE, S C",Non-ref,SC,73011142,0.00023758787847169517,20147.37,20150.421806829825,0.015147420382045357,excellent,0
4519,06395000,CHEYENNE R AT EDGEMONT SD,Non-ref,SD,74016920,0.0003047033333416493,18580.18,18583.011660386703,0.015240220421451376,excellent,0
3833,05383950,"ROOT RIVER NEAR PILOT MOUND, MN",Ref,MN,74017369,0.0005193333333437522,1465.655,1465.878474268526,0.01524739918506971,excellent,0
584,01425000,WEST BR DELAWARE RIVER AT STILESVILLE NY,Non-ref,NY,73003347,0.00017611666666539352,1180.565,1180.7460767524212,0.015338143382293811,excellent,0
4577,06437000,BELLE FOURCHE R NEAR STURGIS SD,Non-ref,SD,74009516,0.0005102081839346074,15023.26,15020.951922467975,0.015363360096443658,excellent,0
4249,06033000,Boulder River near Boulder MT,Non-ref,MT,74005492,1.6666666624587376e-06,990.9198,991.0745835515908,0.01562018960472418,excellent,0
8666,14211010,"CLACKAMAS RIVER NEAR OREGON CITY, OR",Non-ref,OR,78019931,0.00037193816687446795,2436.125,2436.508183388467,0.01572921703389326,excellent,0
6474,09070500,"COLORADO RIVER NEAR DOTSERO, CO.",Non-ref,CO,77006272,0.00029363666662618476,11399.51,11401.314711461406,0.01583148276904474,excellent,0
6894,09497500,"SALT RIVER NEAR CHRYSOTILE, AZ.",Non-ref,AZ,77027751,0.00022745333333773488,7330.731,7329.56894310285,0.015851855662816453,excellent,0
3856,05404000,"WISCONSIN RIVER NEAR WISCONSIN DELLS, WI",Non-ref,WI,74016584,0.0005153818485624349,20976.56,20973.19633960455,0.01603532893596951,excellent,0
4981,06876900,"SOLOMON R AT NILES, KS",Non-ref,KS,74038195,0.0004117129233464214,17487.47,17490.35354404272,0.016489200797584803,excellent,0
3840,05388250,"Upper Iowa River near Dorchester, IA",Non-ref,IA,74017203,0.0005825666666652296,2010.254,2009.917415273597,0.016743392944516544,excellent,0
4499,06352500,"CEDAR CREEK NR PRETTY ROCK, ND",Non-ref,ND,74004494,0.0005507700000251248,3492.697,3492.1025608048226,0.0170194893853526,excellent,0
6627,09260050,"YAMPA RIVER AT DEERLODGE PARK, CO.",Non-ref,CO,77005334,9.46438856422327e-05,20551.92,20548.35923333629,0.017325712944133247,excellent,0
2483,03198000,"KANAWHA RIVER AT CHARLESTON, WV",Non-ref,WV,74045284,0.00043278941946641044,27095.16,27099.880976310487,0.01742368862367839,excellent,0
2949,03426310,"CUMBERLAND RIVER AT OLD HICKORY DAM (TW), TN",Non-ref,TN,74053624,0.00048478992731563575,30232.68,30238.009152775576,0.017627126591408682,excellent,0
4798,06731000,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE, CO.",Non-ref,CO,74029609,0.0004232976894487726,2536.561,2537.0127238445707,0.017808514936977726,excellent,0
1182,02066500,"ROANOKE CREEK AT RT 612 AT SAXE, VA",Ref,VA,73008302,0.0004959859095272895,350.4344,350.3713594099276,0.017989269909682335,excellent,0
4452,06324000,"CLEAR CREEK NEAR ARVADA, WY",Non-ref,WY,74010008,0.00030159999998602416,2985.41,2985.950340877045,0.018099385915010327,excellent,0
6743,09365000,"SAN JUAN RIVER AT FARMINGTON, NM",Non-ref,NM,77020825,0.0006301799999874903,18633.95,18637.37980118993,0.018406195089768963,excellent,0
2094,02423500,CAHABA RIVER NEAR ACTON AL,Non-ref,AL,73014596,0.0005189079543481481,593.7696,593.8789478894553,0.018415878727255027,excellent,0
1274,02096960,"HAW RIVER NEAR BYNUM, NC",Non-ref,NC,73009382,0.0005555533333350127,3297.755,3298.392483191335,0.01933082328235186,excellent,0
4269,06065500,Missouri River bl Hauser Dam near Helena MT,Non-ref,MT,74004747,0.00021666666668096468,43324.43,43332.8716097043,0.01948464112349425,excellent,0
4918,06835000,"STINKING WATER CREEK NEAR PALISADE, NEBR.",Non-ref,NE,74030376,0.0003437293203676926,3741.574,3742.311476178977,0.01971031921263555,excellent,0
4529,06403700,"CHEYENNE RIVER AT REDSHIRT, SD",Non-ref,SD,74016448,5.7511351547056845e-05,26577.75,26583.02038708534,0.0198300724679109,excellent,0
4982,06877600,"SMOKY HILL R AT ENTERPRISE, KS",Non-ref,KS,74037699,0.0004227202188931692,49592.23,49602.126807916306,0.019956367996160587,excellent,0
1434,02153500,"BROAD RIVER NEAR GAFFNEY, SC",Non-ref,SC,73009368,0.0003717333333383977,3885.077,3884.251308316181,0.02125290396610052,excellent,0
4583,06441000,BAD R NEAR MIDLAND SD,Non-ref,SD,74017237,0.00010637714417087079,3797.513,3798.3296658587133,0.021505281449025974,excellent,0
4763,06710000,"SOUTH PLATTE RIVER AT LITTLETON, CO.",Non-ref,CO,74038452,0.00021696393071823694,7968.601,7970.355230235136,0.02201428124129536,excellent,0
2329,03081500,"Youghiogheny River at Ohiopyle, PA",Non-ref,PA,74037845,0.00051700000001631,2745.419,2746.0245300929396,0.022056017421738405,excellent,0
8487,14025000,"BIRCH CREEK AT RIETH,OREG.",Non-ref,OR,78020256,0.0006870838742058099,736.9956,736.8325240465284,0.02212712714588093,excellent,0
8479,14018500,"WALLA WALLA RIVER NEAR TOUCHET, WA",Non-ref,WA,78017581,0.00013414000003564297,4294.051,4295.0041399126285,0.022196753429991934,excellent,0
7362,11108145,CASTAIC C NR SAUGUS CA,Non-ref,CA,77028518,0.00025588308792001013,524.313,524.4322740722772,0.022748639129150226,excellent,0
8086,12182500,"CASCADE RIVER AT MARBLEMOUNT, WA",Ref,WA,78014276,2.217958267181723e-05,444.2544,444.35687798904803,0.02306741116082463,excellent,0
593,01429000,"West Branch Lackawaxen River at Prompton, PA",Non-ref,PA,73003858,0.0001782033333341815,151.3764,151.41219468397682,0.023646145619021012,excellent,0
4460,06332515,"BEAR DEN CREEK NR MANDAREE, ND",Ref,ND,74002470,0.0006393211681313334,191.4867,191.53311316513168,0.02423832314811823,excellent,0
1339,0212433550,"ROCKY R AB IRISH BUFFALO CR NR ROCKY RIVER, NC",Non-ref,NC,73009576,3.3333333249174757e-07,723.1563,723.3411428399236,0.025560565526925504,excellent,0
8410,13286700,"POWDER RIVER NEAR RICHLAND,OREG.",Non-ref,OR,78021728,0.0006725433333514275,3512.036,3512.938544444677,0.02569861028409177,excellent,0
2466,03185400,"NEW RIVER AT THURMOND, WV",Non-ref,WV,74045365,0.00011284999999361388,17348.47,17352.965680824494,0.025913990250974985,excellent,0
4765,06710247,"SOUTH PLATTE RIVER BELOW UNION AVE, AT ENGLEWOOD,C",Non-ref,CO,74038444,3.5355338919820763e-06,8028.787,8030.882127292384,0.0260951908723441,excellent,0
8432,13316500,LITTLE SALMON RIVER AT RIGGINS ID,Non-ref,ID,78019884,4.7140305250832246e-09,1492.905,1493.2958678072348,0.026181693224607505,excellent,0
6858,09466500,"GILA RIVER AT CALVA, AZ.",Non-ref,AZ,77027320,0.0004971455646438998,29892.82,29884.703129489408,0.027153244526919775,excellent,0
6408,09019500,"COLORADO RIVER NEAR GRANBY, CO",Non-ref,CO,77007140,0.00019704708969056045,835.7328,835.5058516025618,0.027155616895513743,excellent,0
2732,03307000,"RUSSELL CREEK NEAR COLUMBIA, KY",Non-ref,KY,74047388,6.14633333171355e-05,460.6218,460.4956613072267,0.02738443833385252,excellent,0
7783,11418000,YUBA R BL ENGLEBRIGHT DAM NR SMARTVILLE CA,Non-ref,CA,77006471,0.0006810121839177853,2874.422,2873.6339623938875,0.02741551540144554,excellent,0
5115,06926000,"Osage River near Bagnell, MO",Non-ref,MO,74045509,0.0002448266666945642,36166.79,36176.737604389935,0.02750480313551185,excellent,0
4740,06678000,"SHEEP CREEK NEAR MORRILL, NEBR.",Non-ref,NE,74024065,0.0001001734606082894,984.8925,985.1660563747251,0.0277752520935131,excellent,0
8203,12414900,ST MARIES RIVER NR SANTA ID,Non-ref,ID,78015635,0.00014648895482771335,705.7197,705.5225032744426,0.027942641470463804,excellent,0
1208,02081747,"TAR R AT US 401 AT LOUISBURG, NC",Non-ref,NC,73009485,0.00019642247870912334,1127.123,1126.8031385943116,0.028378571432618332,excellent,0
2739,03311500,"GREEN RIVER AT LOCK 6 AT BROWNSVILLE, KY",Non-ref,KY,74045993,5.076083879843758e-05,7157.958,7155.911664238618,0.02858826164363733,excellent,0
6844,09431500,"GILA RIVER NEAR REDROCK, NM",Non-ref,NM,77032332,0.00047991999997520907,7318.102,7315.987402352918,0.028895438285522795,excellent,0
4266,06054500,Missouri River at Toston MT,Non-ref,MT,74004790,0.0006263866667097772,38074.68,38063.58170902067,0.029148743940411496,excellent,0
561,01413408,DRY BROOK AT ARKVILLE,Ref,NY,73003705,0.0001233333333345854,212.7726,212.8346593486427,0.02916698326884723,excellent,0
5455,07179500,"NEOSHO R AT COUNCIL GROVE, KS",Non-ref,KS,74039536,0.0008295305352530233,686.0241,685.8231772259663,0.02928800519305995,excellent,0
6760,09382000,"PARIA RIVER AT LEES FERRY, AZ",Non-ref,AZ,77020902,7.391387180335285e-05,3677.924,3676.834232109231,0.02962997307092407,excellent,0
4390,06279500,"BIGHORN RIVER AT KANE, WY",Non-ref,WY,74009430,0.000544446294269874,40824.87,40836.98075306165,0.02966513564317542,excellent,0
6533,09147025,"UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO",Non-ref,CO,77015123,0.00017677669529245668,685.1979,685.4058703772794,0.030351870208499825,excellent,0
4276,06077500,Smith River near Eden MT,Non-ref,MT,74005084,0.0008810000000281094,4112.525,4113.7878635903835,0.030707742576248382,excellent,0
2811,03342000,WABASH RIVER AT RIVERTON IND,Non-ref,IN,74037424,0.000532286666683035,34212.71,34202.05083390681,0.031155573742004374,excellent,0
6576,09211200,"GREEN RIVER BELOW FONTENELLE RESERVOIR, WY",Non-ref,WY,77000631,0.00034128980199684566,10861.65,10865.04037902657,0.031214217237439727,excellent,0
5112,06923940,"Niangua River ab Lake Niangua nr Macks Creek, MO",Ref,MO,74046797,0.00019563287615185511,1353.759,1354.1854824663505,0.03150357385254946,excellent,0
5669,07311900,"Wichita Rv nr Seymour, TX",Ref,TX,74067374,0.0003696599999898353,4771.707,4770.203525261934,0.03150811099813884,excellent,0
827,01545500,"West Branch Susquehanna River at Renovo, PA",Non-ref,PA,73003051,0.00034462333334772666,7709.963,7707.472160389543,0.032306764772496735,excellent,0
5263,07062575,"Black River above Williamsville, MO",Non-ref,MO,74054266,0.00027333333332535403,2862.406,2863.3370445315913,0.03252664127979737,excellent,0
5084,06915800,"MARAIS DES CYGNES R AT LA CYGNE, KS",Non-ref,KS,74045609,0.0007508133333260503,7026.935,7024.6423583654305,0.032626481311836784,excellent,0
2101,02425000,CAHABA RIVER NEAR MARION JUNCTION AL,Non-ref,AL,73014559,0.000271549999993681,4572.621,4571.104133532069,0.03317280106816905,excellent,0
7733,11392500,MF FEATHER R NR CLIO CA,Non-ref,CA,77006636,0.00037866666664854165,1776.766,1777.3572798153434,0.03327842919908088,excellent,0
6677,09306222,"PICEANCE CREEK AT WHITE RIVER, CO",Non-ref,CO,77006877,0.0006709029140048649,1689.349,1688.784446760612,0.03341839012471864,excellent,0
605,01434498,WEST BRANCH NEVERSINK R AT CLARYVILLE,Non-ref,NY,73004704,4.6197643046490634e-05,87.8508,87.88064215784003,0.033969136126275806,excellent,0
7972,12044900,"ELWHA RIVER ABOVE LAKE MILLS NR PORT ANGELES, WA",Ref,WA,78016010,8.833333335189764e-05,513.396,513.2202352248663,0.034235711835238984,excellent,0
6295,08263500,"RIO GRANDE NEAR CERRO, NM",Non-ref,NM,75000010,0.00020767961863739262,21799.12,21791.579716973272,0.034589850538584516,excellent,0
8433,13317000,SALMON RIVER AT WHITE BIRD ID,Non-ref,ID,78019782,0.0005892580080244507,34780.62,34768.56739909486,0.03465320889949378,excellent,0
5461,07182250,"COTTONWOOD R NR PLYMOUTH, KS",Non-ref,KS,74045867,1.3909999964312192e-05,4476.956,4478.53185003863,0.035199140635513305,excellent,0
8209,12422500,"SPOKANE RIVER AT SPOKANE, WA",Non-ref,WA,78015582,0.00016878333334346965,11100.44,11096.482822448608,0.035648835103764404,excellent,0
8737,14316700,"STEAMBOAT CREEK NEAR GLIDE, OR",Ref,OR,78024750,0.0002251266666490892,587.8989,588.1093307708337,0.03579370038516519,excellent,0
6334,08319000,"RIO GRANDE AT SAN FELIPE, NM",Non-ref,NM,75000679,0.00024006510923244714,40850.5,40865.4316667607,0.036551980418105375,excellent,0
1938,02352500,"FLINT RIVER AT ALBANY, GA",Non-ref,GA,73017692,3.3333407145619276e-09,13700.25,13695.187812499422,0.036949599464083854,excellent,0
6842,09430500,"GILA RIVER NEAR GILA, NM",Ref,NM,77027499,0.0005039172905926857,4804.927,4803.130921963433,0.03737992349449932,excellent,0
8229,12452500,"CHELAN RIVER AT CHELAN, WA",Non-ref,WA,78015651,0.0004191900000023452,2414.854,2415.7568135083357,0.037385842304993984,excellent,0
8087,12186000,"SAUK RIVER AB WHITECHUCK RIVER NEAR DARRINGTON, WA",Ref,WA,78014244,0.0002019379115512735,398.4354,398.5843882508229,0.03739332670311611,excellent,0
3022,03476500,"S F HOLSTON RIVER BELOW SOUTH HOLSTON DAM, TENN",Non-ref,TN,74055030,0.00022636666666642216,1821.95,1822.6326287784411,0.037466932596453534,excellent,0
31,01034500,"Penobscot River at West Enfield, Maine",Non-ref,ME,73000437,0.00028333666666924273,17347.38,17353.926242563328,0.03773620318069249,excellent,0
3431,04156000,"TITTABAWASSEE RIVER AT MIDLAND, MI",Non-ref,MI,72055087,0.0001691257999351145,6128.666,6131.00106835333,0.03810076048082757,excellent,0
6218,08188570,"San Antonio Rv nr McFaddin, TX",Non-ref,TX,75017883,0.00041666666668049857,10722.33,10726.429308358045,0.03823150712620451,excellent,0
1891,02337170,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",Non-ref,GA,73011492,3.333319398279855e-09,5325.304,5323.246983401718,0.038627214489196,excellent,0
5111,06923250,"Niangua River at Windyville, MO",Non-ref,MO,74047222,4.0333333338082866e-05,873.2281,872.8907764470273,0.03862948901584226,excellent,0
1137,02035000,"JAMES RIVER AT CARTERSVILLE, VA",Non-ref,VA,73007826,0.0009795700000054808,16207.12,16200.854705461386,0.038657667362334565,excellent,0
7536,11210950,KAWEAH R BL TERMINUS DAM CA,Non-ref,CA,77022088,0.0005525544520552419,1453.3,1453.864897568242,0.03886999024578762,excellent,0
2163,02465000,BLACK WARRIOR RIVER AT NORTHPORT AL,Non-ref,AL,73014370,0.0005001436973857815,12500.05,12495.148831775437,0.03920918895973891,excellent,0
8451,13336500,SELWAY RIVER NR LOWELL ID,Non-ref,ID,78017697,0.00039284024335757583,4959.467,4957.4514786290165,0.040639878660008254,excellent,0
2472,03189600,"GAULEY RIVER BELOW SUMMERSVILLE, WV",Non-ref,WV,74046829,0.00017978333335122443,2084.672,2085.52090909402,0.040721470524869165,excellent,0
7748,11403000,EB OF NF FEATHER R NR RICH BAR CA,Non-ref,CA,77006435,0.00039115333333938906,2659.668,2660.763547074384,0.04119112138747507,excellent,0
6053,08102500,"Leon Rv nr Belton, TX",Non-ref,TX,75011490,0.0002699266666610356,9277.848,9281.690386720142,0.0414146332225081,excellent,0
3877,05418500,"Maquoketa River near Maquoketa, IA",Non-ref,IA,74023538,0.00041242999998303276,4019.218,4017.5434674200856,0.04166314392287965,excellent,0
7938,11530000,TRINITY R A HOOPA CA,Non-ref,CA,77000726,0.00014796000000671938,7390.958,7387.7820692917285,0.04297048783488085,excellent,0
2530,03217000,"TYGARTS CREEK NEAR GREENUP, KY",Non-ref,KY,74038048,0.0002620113466999427,625.7565,626.0255923259667,0.043002721660385,excellent,0
5400,07150500,"Salt Fork Arkansas River nr Jet, OK",Non-ref,OK,74053923,2.9439999998714942e-05,8151.488,8147.976505858039,0.043077952662894436,excellent,0
2176,02472500,"BOUIE CREEK NR HATTIESBURG, MS",Ref,MS,73018136,3.333315845566176e-09,789.9363,790.276604624753,0.04308000844536488,excellent,0
5635,07298000,"N Tule Draw at Res nr Tulia, TX",Non-ref,TX,74062663,0.0003383233333380531,555.8976,555.6578852637633,0.043122103106164204,excellent,0
1896,02338500,"CHATTAHOOCHEE RIVER AT US 27, AT FRANKLIN, GA",Non-ref,GA,73014810,5.9999999990623116e-05,6918.44,6921.433963211955,0.04327511999751123,excellent,0
5204,07036100,"St. Francis River near Saco, MO",Non-ref,MO,74046909,1.8856180822299032e-05,1712.368,1711.6257198757912,0.0433481660606084,excellent,0
