,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
5212,07046600,"RIGHT HAND CHUTE OF LITTLE R AT RIVERVALE, ARK.",Non-ref,AR,74053722,0.00021944000001639097,5698.091,5731.327392948791,0.583289964108875,excellent,0
1862,02334430,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",Non-ref,GA,73011587,0.0005892532939805276,2683.308,2698.965606691518,0.5835188018489916,excellent,0
7570,11246500,WILLOW C A MOUTH NR AUBERRY CA,Non-ref,CA,77014939,0.00032729380178216235,335.4471,337.4050102525717,0.5836718375480687,excellent,0
7213,10350000,"TRUCKEE R AT VISTA, NV",Non-ref,NV,77005879,0.00018643666665241199,3697.635,3719.2226955275128,0.5838244047211947,excellent,0
5946,08064500,"Chambers Ck nr Corsicana, TX",Non-ref,TX,75006140,0.0008135399999957826,2496.262,2510.840919225061,0.5840300106743952,excellent,0
2170,02469761,"TOMBIGBEE R AT COFFEEVILLE L&D NR COFFEEVILLE, AL.",Non-ref,AL,73017467,0.0007073283412978575,47724.59,48003.84158960415,0.5851314586550694,excellent,0
3848,05395000,"WISCONSIN RIVER AT MERRILL, WI",Non-ref,WI,74009971,0.0008000699999541895,7140.467,7182.261697212841,0.5853216213006954,excellent,0
8554,14127000,"WIND RIVER ABOVE TROUT CREEK NEAR CARSON, WA",Ref,WA,78020472,0.0004171953579056359,277.0038,278.6287740783515,0.5866251937162953,excellent,0
2206,02481880,"PEARL RIVER AT BURNSIDE, MS",Non-ref,MS,74067837,0.0001964177646484525,1341.208,1333.3394339990414,0.5866775325645767,excellent,0
686,01470960,Tulpehocken Cr at Blue Marsh Damsite near Reading,Non-ref,PA,73005452,0.0002835875316181447,461.3823,464.0896089564984,0.586782144980079,excellent,0
2212,02484500,"YOCKANOOKANY RIVER NR OFAHOMA, MS",Non-ref,MS,74067763,0.00027777333332323906,1211.232,1204.1211530961016,0.5870755481937723,excellent,0
8235,12457000,"WENATCHEE RIVER AT PLAIN, WASH.",Non-ref,WA,78015711,0.0003705766666683985,1545.47,1536.3710805201986,0.5887477259216582,excellent,0
335,01199000,"HOUSATONIC RIVER AT FALLS VILLAGE, CT.",Non-ref,CT,73003155,0.0007142000000044391,1643.036,1652.7464365463766,0.5910057081145217,excellent,0
7754,11404500,NF FEATHER R A PULGA CA,Non-ref,CA,77006345,3.146666666964393e-05,5148.672,5118.236408816479,0.5911347855043195,excellent,0
2590,03252500,"SOUTH FORK LICKING RIVER AT CYNTHIANA, KY",Non-ref,KY,74046752,0.0004904499999724977,1609.306,1618.8524059818449,0.5932001733570139,excellent,0
5086,06916600,"MARAIS DES CYGNES R NR KS-MO ST LINE, KS",Non-ref,KS,74045592,0.0008078833333442503,8387.032,8436.86321979209,0.5941460553875478,excellent,0
2870,03360500,"WHITE RIVER AT NEWBERRY, IND.",Non-ref,IN,74037273,0.00015778145011806442,12138.57,12066.28659344294,0.5954853541814276,excellent,0
8520,14064500,"DESCHUTES R AT BENHAM FALLS NR BEND,OREG.",Non-ref,OR,78024301,0.00013492540193055287,4522.208,4495.262152372168,0.5958559983935156,excellent,0
7957,12035000,"SATSOP RIVER NEAR SATSOP, WA",Ref,WA,78017839,0.0006358917002251109,769.8996,774.4889971305361,0.5961033270488905,excellent,0
7691,11367760,MCCLOUD R BL MCCLOUD DAM NR MCCLOUD CA,Non-ref,CA,77001453,8.249579116258266e-05,1050.917,1057.1879549977566,0.596712680236088,excellent,0
1204,02079640,"ALLEN CREEK NEAR BOYDTON, VA",Ref,VA,73008364,0.00029455004375683353,138.7548,139.58294332217963,0.5968394046041232,excellent,0
3377,04127000,"BOARDMAN RIVER NEAR MAYFIELD, MI",Non-ref,MI,72051843,0.0009362164493922735,481.9032,484.78592227960235,0.5981952972302983,excellent,0
1841,02326500,"AUCILLA RIVER AT LAMONT, FLA.",Non-ref,FL,73020266,0.0004263005362395534,1944.506,1956.141375881045,0.5983718168545051,excellent,0
4279,06085800,Sun River at Simms MT,Non-ref,MT,74001549,0.000783333333338021,3356.749,3376.841531623801,0.5985711658453247,excellent,0
8677,14220500,"LEWIS RIVER AT ARIEL, WA",Non-ref,WA,78019905,0.00011227333333607703,1898.358,1909.77600603268,0.6014674804583787,excellent,0
7743,11401112,NF FEATHER R BL BELDEN DAM CA,Non-ref,CA,77006786,8.982848847089251e-05,1582.328,1591.8565118945053,0.6021831058102555,excellent,0
4845,06794500,"LOUP RIVER AT COLUMBUS, NEBR.",Non-ref,NE,74029224,0.0008333366666306574,38361.71,38130.59499720712,0.602462723358478,excellent,0
6452,09063000,"EAGLE RIVER AT RED CLIFF, CO.",Non-ref,CO,77008476,3.131889615933924e-05,195.3027,194.12444910128414,0.6032947310589384,excellent,0
7926,11525530,RUSH C NR LEWISTON CA,Ref,CA,77012838,0.0004789469930951728,58.2327,58.58431519737561,0.603810569277413,excellent,0
5662,07311500,"Deep Red Creek near Randlett, OK",Non-ref,OK,74062208,9.110666670153478e-05,1568.688,1559.206694719664,0.6044098814000026,excellent,0
3362,04122000,"MUSKEGON RIVER AT NEWAYGO, MI",Non-ref,MI,72055256,0.00025709999999179445,6260.459,6298.327321636486,0.604880914266608,excellent,0
2294,03057000,"TYGART VALLEY RIVER AT COLFAX, WV",Non-ref,WV,74037676,0.00047224362084775175,3514.229,3535.540204342348,0.6064261703590743,excellent,0
7808,11433200,RUBICON R NR FORESTHILL CA,Non-ref,CA,77005744,1.985084437505612e-05,814.7817,819.7293379333889,0.607234788580663,excellent,0
2237,03015310,"Allegheny River bl Conewango Creek at Warren, PA",Non-ref,PA,74023500,1.0842304001062481e-05,8101.244,8150.4423251025155,0.6072934613809412,excellent,0
8225,12448998,"TWISP RIVER NEAR TWISP, WA",Non-ref,WA,78014186,0.00038348104465007484,632.7072,636.5519726556513,0.6076701285604708,excellent,0
773,01512500,CHENANGO RIVER NEAR CHENANGO FORKS NY,Non-ref,NY,73003183,8.323333332782568e-05,3833.719,3857.021053255432,0.6078184983153937,excellent,0
7379,11117500,SAN ANTONIO C A CASITAS SPRINGS,Non-ref,CA,77029376,8.236615490732262e-05,132.741,133.54943224219758,0.6090297965192129,excellent,0
8614,14174000,"WILLAMETTE RIVER AT ALBANY, OR",Non-ref,OR,78021743,0.00043383666665164355,12574.71,12498.108863013918,0.6091682192756792,excellent,0
2228,03010500,"Allegheny River at Eldred, PA",Non-ref,PA,74023951,0.00033467363951762225,1412.971,1421.5850418542245,0.6096403856996728,excellent,0
6289,08253000,"CASIAS CREEK NEAR COSTILLA, NM",Non-ref,NM,75000371,0.0001899760218814748,48.9411,49.23964713945548,0.6100131371290782,excellent,0
2351,03098000,Mahoning River at Youngstown OH,Non-ref,OH,74029900,0.00010170788239296995,2317.24,2331.390327043557,0.6106543579239679,excellent,0
2189,02477000,"CHICKASAWHAY RIVER AT ENTERPRISE, MS",Non-ref,MS,73015004,0.0001964177646534768,2378.517,2393.0834478804613,0.6124172280652823,excellent,0
6217,08188500,"San Antonio Rv at Goliad, TX",Non-ref,TX,75017895,0.0002851500000247143,10120.08,10182.062648530113,0.6124719224562729,excellent,0
2013,02385170,"COAHULLA CREEK AT KEITHS MILL ROAD, NEAR DALTON,GA",Non-ref,GA,73011360,8.066666668327116e-05,457.191,459.99460962394966,0.6132250249785501,excellent,0
578,01422000,WEST BRANCH DELAWARE RIVER AT DELHI NY,Non-ref,NY,73003533,2.3570077260825375e-09,368.6544,370.91905036253485,0.6143017315227588,excellent,0
1571,02208150,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",Non-ref,GA,73013193,0.00010699999998564637,79.46941,79.95766159391293,0.6143893529761135,excellent,0
4323,06177500,REDWATER RIVER AT CIRCLE MT,Non-ref,MT,74005410,8.333333305188262e-06,1425.403,1434.1687972599766,0.6149697496060117,excellent,0
8224,12448500,"METHOW RIVER AT WINTHROP, WA",Ref,WA,78014125,0.0008294362543428749,2683.633,2700.141310801943,0.6151478537468806,excellent,0
6699,09328500,"SAN RAFAEL RIVER NEAR GREEN RIVER, UT",Non-ref,UT,77013265,8.607375144907603e-05,4292.528,4266.024660325946,0.6174296282762648,excellent,0
4042,05504800,"South Fork Salt River above Santa Fe, MO",Non-ref,MO,74039459,0.00031776666666871733,590.2191,593.8649529355426,0.6177117845801027,excellent,0
6857,09457000,"SAN SIMON RIVER NEAR SOLOMON, ARIZ.",Non-ref,AZ,77032508,8.393357478728159e-06,5838.523,5874.600963080489,0.6179296215924661,excellent,0
6350,08331510,"RIO GRANDE AT STATE HWY 346 NEAR BOSQUE, NM",Non-ref,NM,75001926,0.0002733333333395649,47679.037,47384.00818659256,0.6187809821063212,excellent,0
7785,11421000,YUBA R NR MARYSVILLE CA,Non-ref,CA,77006382,0.00010147925116639646,3474.873,3496.3817352152228,0.6189790307508423,excellent,0
5889,08043950,"Big Sandy Ck nr Chico, TX",Non-ref,TX,75002451,0.0005242666666589457,794.412,799.3407844599083,0.6204317734259086,excellent,0
2791,03335500,WABASH RIVER AT LAFAYETTE IND,Non-ref,IN,74030230,0.00028738333332967164,18944.17,19061.71920417483,0.6205033219973902,excellent,0
7509,11189500,SF KERN R NR ONYX CALIF,Non-ref,CA,77021670,0.0003035585841543627,1371.159,1379.6703374394574,0.6207403692392562,excellent,0
4366,06239000,"MUSCRAT CREEK NEAR SHOSHONI, WY",Non-ref,WY,74016700,0.0008232773542766044,1901.279,1913.1312379730211,0.623382363820415,excellent,0
8151,12351200,Bitterroot River near Florence MT,Non-ref,MT,78017558,0.0004591480032669129,6139.801,6101.514622815577,0.6235768420576357,excellent,0
6277,08241500,"SANGRE DE CRISTO CREEK NEAR FORT GARLAND, CO.",Non-ref,CO,75000218,1.3816866502064395e-05,472.5999,475.5475050192257,0.6236998821256003,excellent,0
5427,07165700,"VERDIGRIS R NR MADISON, KS",Non-ref,KS,74047712,2.8109999981040804e-05,463.248,466.14408659449686,0.6251697998689395,excellent,0
6816,09413500,"VIRGIN RIVER NEAR ST. GEORGE, UT",Non-ref,UT,77020747,0.0005756999999917412,10303.0,10367.517192531472,0.6261981222117021,excellent,0
1537,02197500,"SAVANNAH R AT BURTONS FERRY BR NR MILLHAVEN, GA",Non-ref,SC,73014540,0.00010776999999961846,22239.49,22379.152083221048,0.6279913937821707,excellent,0
8781,393109104464500,"CHERRY CREEK NEAR PARKER, CO",Non-ref,CO,74039046,0.0003832518753850827,745.6113,750.2954485388922,0.6282292850030767,excellent,0
4380,06270000,"NOWOOD RIVER NEAR TENSLEEP, WY",Non-ref,WY,74017574,0.00041743106019150077,2088.593,2101.7236719511347,0.6286850502292645,excellent,0
952,01598500,"NORTH BRANCH POTOMAC RIVER AT LUKE, MD",Non-ref,MD,73006654,0.0006088943633214506,1049.92,1056.5228746975627,0.6288931249583382,excellent,0
367,01306000,PATCHOGUE RIVER AT PATCHOGUE NY,Non-ref,NY,73006485,0.00016918333332682778,36.3186,36.547313129276475,0.6297410397880734,excellent,0
2993,0345577330,"WEST FORK PIGEON RIVER NEAR RETREAT, NC",Non-ref,NC,74063960,0.0007855956339345829,86.34329,85.79931769843559,0.6300110889501769,excellent,0
4648,06475000,JAMES R NEAR REDFIELD SD,Non-ref,SD,74009508,0.00030236333329725085,37062.04,36828.45093078697,0.6302650075738795,excellent,0
3235,04066030,"MENOMINEE RIVER AT WHITE RAPIDS DAM NEAR BANAT, MI",Non-ref,MI,72046092,0.000529622979102993,8328.795,8381.331585371416,0.6307825486329732,excellent,0
6531,09146200,"UNCOMPAHGRE RIVER NEAR RIDGWAY, CO.",Non-ref,CO,77015183,0.0007742866666831105,384.2453,386.66994052180064,0.6310137096798983,excellent,0
1355,02131010,"PEE DEE RIVER BELOW PEE DEE, SC",Non-ref,SC,73011112,0.00012492219798060998,23005.5,22860.29623738518,0.6311697751182084,excellent,0
7324,11078000,SANTA ANA R A SANTA ANA CA,Non-ref,CA,77027782,0.000838216163540538,6328.894,6368.8674072103395,0.63160178082204,excellent,0
4964,06866900,"SALINE R NR WAKEENEY, KS",Non-ref,KS,74038462,0.00029630666668367667,1801.593,1812.981696385348,0.6321459056150798,excellent,0
2517,03212500,"LEVISA FORK AT PAINTSVILLE, KY",Non-ref,KY,74046497,0.0008517167581005635,5553.363,5588.4925660990675,0.6325818445339739,excellent,0
4490,06348500,"SWEETBRIAR CREEK NR JUDSON, ND",Non-ref,ND,74006125,0.0006971999999905165,405.4626,408.0276449555588,0.632621838748824,excellent,0
6397,08408500,"DELAWARE RIVER NR RED BLUFF, NM",Non-ref,NM,75006268,0.00023458267464609192,2024.692,2037.503196332863,0.6327479109347443,excellent,0
4515,06386500,"CHEYENNE RIVER NEAR SPENCER, WY",Non-ref,WY,74016930,0.0003663944497285843,13799.25,13886.663592347371,0.6334662561180598,excellent,0
3525,04208504,Cuyahoga River near Newburgh Heights OH,Non-ref,OH,72057884,0.0007141778489789123,2043.611,2030.6620145342624,0.6336325976782117,excellent,0
7586,11268001,RESULTANT OF COMBINING 11-2665 + 11-2680 CA,Non-ref,CA,77014646,0.0003801333333370849,622.9395,618.991479118203,0.6337727631330158,excellent,0
7585,11268000,SF MERCED R NR EL PORTAL CA,Non-ref,CA,77014646,0.00038014333333080685,622.9395,618.991479118203,0.6337727631330158,excellent,0
4775,06714000,"SOUTH PLATTE RIVER AT DENVER, CO.",Non-ref,CO,74038417,0.0002916424081545484,10012.16,10075.80047559309,0.6356318276285111,excellent,0
4904,06821190,"Platte River at Sharps Station, MO",Non-ref,MO,74037757,0.00013888666666872496,6178.813,6139.516296434841,0.6359911453083152,excellent,0
2481,03196800,"ELK RIVER AT CLAY, WV",Non-ref,WV,74045414,0.0006565599999746041,2568.768,2585.172760477409,0.6386236700787742,excellent,0
4231,06006000,Red Rock Cr ab Lakes nr Lakeview MT,Non-ref,MT,74013041,0.0009503515138918049,98.6499,99.28002294145008,0.6387466601082032,excellent,0
297,01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",Non-ref,MA,73003185,0.00018416333335125046,1785.374,1773.9574981040598,0.6394459589945972,excellent,0
3041,03498850,"LITTLE RIVER NEAR ALCOA, TN",Non-ref,TN,74055367,0.00032756666668376516,775.6254,780.5926931901186,0.6404242550744907,excellent,0
8407,13275000,"BURNT RIVER AT HUNTINGTON, OREG.",Non-ref,OR,78022101,0.0009309666666581506,2832.758,2850.976222337749,0.6431266750548057,excellent,0
6082,08120500,"Deep Ck nr Dunn, TX",Non-ref,TX,75006661,0.00039409999999406864,529.6932,526.2812839690225,0.6441306082421905,excellent,0
2184,02475000,"LEAF RIVER NR MCLAIN, MS",Non-ref,MS,73017567,0.00039283317228164244,9069.773,9128.236610561806,0.6445983880942389,excellent,0
5746,07346050,"Little Cypress Ck nr Ore City, TX",Non-ref,TX,74067855,0.0006927133333576306,1017.424,1023.9857341135623,0.6449360456960276,excellent,0
2238,03015500,"Brokenstraw Creek at Youngsville, PA",Ref,PA,74024112,0.00022917000002564694,784.8513,789.9250368242617,0.646458357686569,excellent,0
7530,11206500,MF KAWEAH R NR POTWISHA CAMP(RIVER ONLY) CA,Non-ref,CA,77023533,0.0005009499999530931,266.0436,267.7647100941473,0.6469278321851244,excellent,0
1969,02366500,"CHOCTAWHATCHEE RIVER NR BRUCE, FLA.",Non-ref,FL,73020332,9.27252692487319e-05,11365.23,11438.847537362193,0.6477434892403728,excellent,0
4989,06880800,"WEST FORK BIG BLUE RIVER NR DORCHESTER, NEBR.",Non-ref,NE,74030377,0.0005489366666324714,3119.244,3098.949316737667,0.6506282696170407,excellent,0
127,01096885,"ASSABET RIVER AT SUDBURY RD NEAR STOW, MA",Non-ref,MA,73003767,0.0007801744819139545,224.5284,225.9897080819473,0.6508344075614907,excellent,0
1481,02169000,"SALUDA RIVER NEAR COLUMBIA, SC",Non-ref,SC,73011073,0.0007082866666721088,6498.896,6541.2233921243005,0.6513012690817146,excellent,0
326,01195490,"QUINNIPIAC RIVER AT SOUTHINGTON, CT.",Non-ref,CT,73004429,0.00025125860956524125,47.5542,47.86424048542491,0.6519728760549149,excellent,0
2229,03010655,"Oswayo Creek at Shinglehouse, PA",Ref,PA,74025138,0.0008245784307511047,254.4417,256.1012620890697,0.6522366770343386,excellent,0
970,01611500,"CACAPON RIVER NEAR GREAT CACAPON, WV",Ref,WV,73005199,0.0002689150659254711,1748.488,1759.9366552797446,0.6547745983812626,excellent,0
6514,09128000,"GUNNISON RIVER BELOW GUNNISON TUNNEL, CO.",Non-ref,CO,77014029,0.00042456105355848935,10298.7,10366.234026813907,0.6557529281744896,excellent,0
2492,03201980,Little Raccoon Creek near Ewington OH,Non-ref,OH,74040249,0.00039800000001832814,256.6818,258.3653565375374,0.6558924464209823,excellent,0
1023,01642190,"MONOCACY RIVER AT MONOCACY BLVD AT FREDERICK, MD",Non-ref,MD,73006699,6.128258773400941e-05,1819.691,1831.628751654115,0.6560318017792521,excellent,0
615,01440000,FLAT BROOK NEAR FLATBROOKVILLE NJ,Ref,NJ,73003791,0.000392823744197983,167.7204,166.61952963591838,0.6563723697782913,excellent,0
4510,06359000,MOREAU R AT BIXBY SD,Ref,SD,74010563,0.0003945966666663026,4077.627,4104.475503322779,0.6584345091588657,excellent,0
5486,07191179,"Spavinaw Creek near Cherokee, AR",Non-ref,AR,74056027,0.0005243815404946651,267.6141,269.3766200537923,0.6586050786532871,excellent,0
8736,14316500,"N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR",Non-ref,OR,78024553,0.00011804440604606474,1217.343,1209.3237544381825,0.6587498808320719,excellent,0
5365,07126485,"PURGATOIRE RIVER AT ROCK CROSSING NR TIMPAS, CO.",Non-ref,CO,74045978,1.4066666693679508e-05,7177.342,7224.753472727188,0.6605714584478222,excellent,0
878,01574000,"West Conewago Creek near Manchester, PA",Non-ref,PA,73005317,0.00048316842062668124,1326.206,1334.9790777071394,0.6615169669824646,excellent,0
4950,06859500,"LADDER C BL CHALK C NR SCOTT CITY, KS",Ref,KS,74038367,0.0002797502988279909,3673.018,3697.338645923537,0.6621433906269201,excellent,0
5047,06899500,"Thompson River at Trenton, MO",Non-ref,MO,74030278,0.0005333299999819019,4462.355,4491.904466418515,0.6621944336233961,excellent,0
60,01058500,"LITTLE ANDROSCOGGIN RIVER NEAR AUBURN, ME",Non-ref,ME,73000650,0.0002769972963947344,851.4333,857.0719216849299,0.6622505468049971,excellent,0
6070,08110000,"Yegua Ck nr Somerville, TX",Non-ref,TX,75012149,0.00012655325765952764,2615.641,2632.9757019470144,0.662732460112619,excellent,0
8461,13342295,WEBB CREEK NEAR SWEETWATER ID,Non-ref,ID,78018773,0.0007860670384290622,76.9581,77.46846303307464,0.6631700016952599,excellent,0
2286,03050500,"TYGART VALLEY RIVER NEAR ELKINS, WV",Non-ref,WV,74037828,0.0006253966666349698,707.9807,712.6822578796254,0.664079950149121,excellent,0
1390,02143500,"INDIAN CREEK NEAR LABORATORY, NC",Non-ref,NC,73010363,0.0002777733333587662,181.2447,182.4495416632859,0.6647596665093758,excellent,0
2113,02432500,"BULL MOUNTAIN CREEK AT TREMONT, MS",Non-ref,MS,73011949,4.7140452964944146e-07,363.1941,360.7771170506984,0.6654796840867179,excellent,0
7661,11333000,CAMP C NR SOMERSET CA,Non-ref,CA,77015209,7.96815061553336e-05,162.2178,163.2986586286786,0.666300879853249,excellent,0
4748,06696000,"SOUTH PLATTE RIVER NEAR LAKE GEORGE, CO.",Non-ref,CO,74038781,0.00040077869552151464,2502.888,2519.5735937983386,0.6666536336559481,excellent,0
5910,08051500,"Clear Ck nr Sanger, TX",Non-ref,TX,75002392,0.0002920333333236158,763.4016,768.4923242038718,0.6668474632319066,excellent,0
6061,08104900,"S Fk San Gabriel Rv at Georgetown, TX",Ref,TX,75013210,8.343333333371561e-05,342.6174,344.9022862956303,0.6668914934356268,excellent,0
3234,04066003,"MENOMINEE RIVER BELOW PEMENE CREEK NEAR PEMBINE,WI",Non-ref,MI,72046094,0.00010850553557244726,8177.98,8232.541244879923,0.6671726377409071,excellent,0
3031,03490000,"N F HOLSTON RIVER NEAR GATE CITY, VA",Ref,VA,74054316,0.00045547666667999925,1739.824,1751.4324669260957,0.6672207606111662,excellent,0
5650,07303000,"North Fork Red River blw Altus Dam nr Lugert, OK",Non-ref,OK,74061317,0.0003380333332998475,7353.466,7304.312962751784,0.668433596459365,excellent,0
2182,02474560,"LEAF RIVER NR NEW AUGUSTA, MS",Non-ref,MS,73017585,0.00019641305061541528,6608.271,6652.464620663411,0.6687622324116386,excellent,0
2863,03357000,"WHITE RIVER AT SPENCER, IN",Non-ref,IN,74037289,0.0004220863433366083,7735.833,7684.096274772,0.6687932020766227,excellent,0
5879,08038000,"Attoyac Bayou nr Chireno, TX",Non-ref,TX,75006370,0.00027176454765930985,1302.897,1311.6112722888522,0.6688381574945887,excellent,0
5951,08065350,"Trinity Rv nr Crockett, TX",Non-ref,TX,75005555,0.0009469338311372594,35967.17,35726.330691195086,0.6696087259712467,excellent,0
7488,11176200,ARROYO MOCHO NR PLEASANTON CA,Non-ref,CA,77014836,0.00034760333335270843,365.5377,367.98684153076556,0.6700106530094124,excellent,0
4952,06861000,"SMOKY HILL R NR ARNOLD, KS",Non-ref,KS,74038278,0.00016483000000278028,12897.8,12984.226183576768,0.6700846933335017,excellent,0
8665,14211000,"CLACKAMAS RIVER NEAR CLACKAMAS, OREG.",Non-ref,OR,78019931,0.00037103542726806747,2420.275,2436.508183388467,0.6707164842204643,excellent,0
2946,03422500,"CANEY FORK NEAR ROCK ISLAND, TN",Non-ref,TN,74054383,0.0005231666666816182,4353.032,4382.261096005446,0.6714652225264156,excellent,0
4496,06351000,"CANNONBALL RIVER BELOW BENTLEY, ND",Ref,ND,74005052,0.0008283566666520415,2970.441,2990.3956328253084,0.6717734109281631,excellent,0
5305,07091200,"ARKANSAS RIVER NEAR NATHROP, CO.",Non-ref,CO,74038772,0.00029266666665250796,2731.15,2749.525281826486,0.6728038308582874,excellent,0
2033,02391860,"ETOWAH RIVER DOWNSTREAM OF I-575, AT CANTON, GA",Non-ref,GA,73011618,0.0008333333333325754,1581.913,1592.5621702547671,0.673183054615969,excellent,0
6968,10102250,"BEAR RIVER NEAR SMITHFIELD, UT",Non-ref,UT,77000855,7.1660000010354e-05,13342.01,13432.003073069622,0.6745091112180358,excellent,0
3101,03564500,"OCOEE RIVER AT PARKSVILLE, TN",Non-ref,TN,74062056,0.0005763933786444161,1539.799,1550.18847743711,0.6747294573583901,excellent,0
4626,06466500,"BAZILE CREEK NEAR NIOBRARA, NE",Ref,NE,74024056,0.000302097441596931,1182.319,1190.3080360759711,0.6757090155847255,excellent,0
3154,03603000,"DUCK RIVER ABOVE HURRICANE MILLS, TN",Non-ref,TN,74053849,6.335999999151909e-05,6624.778,6669.542516658412,0.675713460261032,excellent,0
4710,06642000,"NORTH PLATTE RIVER AT ALCOVA, WY",Non-ref,WY,74022746,0.0005908843535742664,28307.53,28116.01077522504,0.6765663580501665,excellent,0
3588,04246500,ONEIDA RIVER AT CAUGHDENOY NY,Non-ref,NY,72055470,9.507757777695276e-05,3535.964,3559.889396968749,0.6766301062100543,excellent,0
4900,06820500,"Platte River near Agency, MO",Non-ref,MO,74037858,0.0007138933333408204,4541.226,4571.983325400884,0.6772912293042437,excellent,0
8723,14312000,"SOUTH UMPQUA RIVER NEAR BROCKWAY, OR",Non-ref,OR,78024167,0.0001651660019599547,4234.129,4262.906616344247,0.6796584691738674,excellent,0
331,01197500,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",Non-ref,MA,73003192,0.00016722000000868323,732.8628,737.8459766034721,0.6799603695906095,excellent,0
7036,10191500,"SEVIER RIVER BELOW PIUTE DAM, NEAR MARYSVALE, UT",Non-ref,UT,77014074,0.0002015299999840181,6286.177,6328.948112247258,0.6803994263486108,excellent,0
1549,02202500,"OGEECHEE RIVER NEAR EDEN, GA",Non-ref,GA,73014680,0.0001120266666561065,6887.55,6934.513570935234,0.6818617786474755,excellent,0
5625,07289350,"BIG BLACK RIVER AT WEST, MS",Non-ref,MS,74067751,0.00019642954978756885,2611.257,2629.0753585237153,0.6823670946105739,excellent,0
1026,01643000,"MONOCACY RIVER AT JUG BRIDGE NEAR FREDERICK, MD",Non-ref,MD,73006691,0.0002499966666675846,2112.451,2126.8722173814667,0.6826770126959965,excellent,0
5648,07301481,"North Fork Red River near Sayre, OK",Non-ref,OK,74061335,0.00046000000000390173,6394.998,6351.285864946542,0.6835363365783389,excellent,0
6572,09205000,"NEW FORK RIVER NEAR BIG PINEY, WY",Non-ref,WY,77000921,0.0003429680020789878,3245.414,3267.639082769057,0.6848150272679179,excellent,0
2480,03196600,"ELK RIVER NEAR FRAMETOWN, WV",Non-ref,WV,74037313,0.0004864944892946851,1943.463,1956.7849960974288,0.685477217597085,excellent,0
3604,04265000,GRASS RIVER AT PYRITES NY,Ref,NY,72051695,0.00010321873389155483,863.6112,869.5388623742938,0.6863809054692356,excellent,0
2328,03081000,"Youghiogheny River below Confluence, PA",Non-ref,PA,74037857,7.67399999901386e-05,2659.891,2678.2154555780644,0.6889175375255722,excellent,0
6392,08401900,"ROCKY ARROYO AT HWY BRD NR CARLSBAD, NM",Non-ref,NM,75006527,0.0004444142549312229,754.6581,759.8613346751781,0.689482386153163,excellent,0
765,01503000,SUSQUEHANNA RIVER AT CONKLIN NY,Non-ref,NY,73003126,0.0006690455802023559,5790.808,5830.761999455443,0.6899555201181495,excellent,0
7281,11046360,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,Non-ref,CA,77030219,0.0007746529688790742,82.485,83.05440339825496,0.6903114484511883,excellent,0
6646,09285000,"STRAWBERRY RIVER NEAR SOLDIER SPRINGS, UT",Non-ref,UT,77007366,0.00011294000000816595,552.2517,556.0708809495789,0.6915652680795409,excellent,0
1950,02358000,APALACHICOLA RIVER AT CHATTAHOOCHEE FLA,Non-ref,FL,73017652,0.00019183335566619336,44277.7,44584.38721462419,0.6926448632702126,excellent,0
2150,02456500,"LOCUST FORK AT SAYRE, AL.",Non-ref,AL,73011533,0.0001244885058353279,2299.517,2315.4627351227896,0.6934384535008769,excellent,0
1304,02108000,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",Ref,NC,73011373,0.0001964177646484525,1569.485,1580.3762909270724,0.6939404280431182,excellent,0
596,01431500,"Lackawaxen River at Hawley, PA",Non-ref,PA,73003471,0.0005291468605377942,748.6569,753.8534355873323,0.6941144317687303,excellent,0
3230,04065106,"MENOMINEE RIVER AT NIAGARA, WI",Non-ref,WI,72046108,0.0005983333333006158,6436.905,6481.604191419752,0.694420554905695,excellent,0
3896,05427085,"ROCK RIVER AT ROBERT STREET AT FORT ATKINSON, WI",Non-ref,WI,74022858,5.999999984851456e-06,5857.162,5816.471088204292,0.6947206137666743,excellent,0
2291,03054500,"TYGART VALLEY RIVER AT PHILIPPI, WV",Non-ref,WV,74037753,0.0006059566226511055,2360.572,2376.981407963853,0.6951454123768742,excellent,0
5882,08041000,"Neches Rv at Evadale, TX",Non-ref,TX,75011263,1.873832969684022e-05,20395.88,20538.61366481258,0.6998161629337805,excellent,0
6024,08085500,"Clear Fk Brazos Rv at Ft Griffin, TX",Non-ref,TX,75005268,0.0005650160305137445,10425.37,10352.372370614241,0.7001922175017276,excellent,0
518,01396800,SPRUCE RUN AT CLINTON NJ,Non-ref,NJ,73005744,0.0005555600000093364,107.8434,108.60062971631737,0.7021567535123787,excellent,0
6030,08087300,"Clear Fk Brazos Rv at Eliasville, TX",Non-ref,TX,75001860,0.0007156333332929422,14842.64,14947.005828481111,0.7031486883809872,excellent,0
