,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
5923,03307000,"RUSSELL CREEK NEAR COLUMBIA, KY",Non-ref,KY,74047388,6.14633333171355e-05,460.6218,460.4956613072267,0.02738443833385252,excellent,0
197,11418000,YUBA R BL ENGLEBRIGHT DAM NR SMARTVILLE CA,Non-ref,CA,77006471,0.0006810121839177853,2874.422,2873.6339623938875,0.02741551540144554,excellent,0
4564,06926000,"Osage River near Bagnell, MO",Non-ref,MO,74045509,0.0002448266666945642,36166.79,36176.737604389935,0.02750480313551185,excellent,0
2819,06678000,"SHEEP CREEK NEAR MORRILL, NEBR.",Non-ref,NE,74024065,0.0001001734606082894,984.8925,985.1660563747251,0.0277752520935131,excellent,0
1372,12414900,ST MARIES RIVER NR SANTA ID,Non-ref,ID,78015635,0.00014648895482771335,705.7197,705.5225032744426,0.027942641470463804,excellent,0
7705,02081747,"TAR R AT US 401 AT LOUISBURG, NC",Non-ref,NC,73009485,0.00019642247870912334,1127.123,1126.8031385943116,0.028378571432618332,excellent,0
5512,03311500,"GREEN RIVER AT LOCK 6 AT BROWNSVILLE, KY",Non-ref,KY,74045993,5.076083879843758e-05,7157.958,7155.911664238618,0.02858826164363733,excellent,0
2176,09431500,"GILA RIVER NEAR REDROCK, NM",Non-ref,NM,77032332,0.00047991999997520907,7318.102,7315.987402352918,0.028895438285522795,excellent,0
2008,06054500,Missouri River at Toston MT,Non-ref,MT,74004790,0.0006263866667097772,38074.68,38063.58170902067,0.029148743940411496,excellent,0
7871,01413408,DRY BROOK AT ARKVILLE,Ref,NY,73003705,0.0001233333333345854,212.7726,212.8346593486427,0.02916698326884723,excellent,0
3637,07179500,"NEOSHO R AT COUNCIL GROVE, KS",Non-ref,KS,74039536,0.0008295305352530233,686.0241,685.8231772259663,0.02928800519305995,excellent,0
1609,09382000,"PARIA RIVER AT LEES FERRY, AZ",Non-ref,AZ,77020902,7.391387180335285e-05,3677.924,3676.834232109231,0.02962997307092407,excellent,0
2211,06279500,"BIGHORN RIVER AT KANE, WY",Non-ref,WY,74009430,0.000544446294269874,40824.87,40836.98075306165,0.02966513564317542,excellent,0
2343,09147025,"UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO",Non-ref,CO,77015123,0.00017677669529245668,685.1979,685.4058703772794,0.030351870208499825,excellent,0
1992,06077500,Smith River near Eden MT,Non-ref,MT,74005084,0.0008810000000281094,4112.525,4113.7878635903835,0.030707742576248382,excellent,0
5152,03342000,WABASH RIVER AT RIVERTON IND,Non-ref,IN,74037424,0.000532286666683035,34212.71,34202.05083390681,0.031155573742004374,excellent,0
2073,09211200,"GREEN RIVER BELOW FONTENELLE RESERVOIR, WY",Non-ref,WY,77000631,0.00034128980199684566,10861.65,10865.04037902657,0.031214217237439727,excellent,0
4292,06923940,"Niangua River ab Lake Niangua nr Macks Creek, MO",Ref,MO,74046797,0.00019563287615185511,1353.759,1354.1854824663505,0.03150357385254946,excellent,0
3368,07311900,"Wichita Rv nr Seymour, TX",Ref,TX,74067374,0.0003696599999898353,4771.707,4770.203525261934,0.03150811099813884,excellent,0
7475,01545500,"West Branch Susquehanna River at Renovo, PA",Non-ref,PA,73003051,0.00034462333334772666,7709.963,7707.472160389543,0.032306764772496735,excellent,0
4878,07062575,"Black River above Williamsville, MO",Non-ref,MO,74054266,0.00027333333332535403,2862.406,2863.3370445315913,0.03252664127979737,excellent,0
3955,06915800,"MARAIS DES CYGNES R AT LA CYGNE, KS",Non-ref,KS,74045609,0.0007508133333260503,7026.935,7024.6423583654305,0.032626481311836784,excellent,0
5613,02425000,CAHABA RIVER NEAR MARION JUNCTION AL,Non-ref,AL,73014559,0.000271549999993681,4572.621,4571.104133532069,0.03317280106816905,excellent,0
617,11392500,MF FEATHER R NR CLIO CA,Non-ref,CA,77006636,0.00037866666664854165,1776.766,1777.3572798153434,0.03327842919908088,excellent,0
2316,09306222,"PICEANCE CREEK AT WHITE RIVER, CO",Non-ref,CO,77006877,0.0006709029140048649,1689.349,1688.784446760612,0.03341839012471864,excellent,0
7904,01434498,WEST BRANCH NEVERSINK R AT CLARYVILLE,Non-ref,NY,73004704,4.6197643046490634e-05,87.8508,87.88064215784003,0.033969136126275806,excellent,0
359,12044900,"ELWHA RIVER ABOVE LAKE MILLS NR PORT ANGELES, WA",Ref,WA,78016010,8.833333335189764e-05,513.396,513.2202352248663,0.034235711835238984,excellent,0
2700,08263500,"RIO GRANDE NEAR CERRO, NM",Non-ref,NM,75000010,0.00020767961863739262,21799.12,21791.579716973272,0.034589850538584516,excellent,0
1402,13317000,SALMON RIVER AT WHITE BIRD ID,Non-ref,ID,78019782,0.0005892580080244507,34780.62,34768.56739909486,0.03465320889949378,excellent,0
3643,07182250,"COTTONWOOD R NR PLYMOUTH, KS",Non-ref,KS,74045867,1.3909999964312192e-05,4476.956,4478.53185003863,0.035199140635513305,excellent,0
1363,12422500,"SPOKANE RIVER AT SPOKANE, WA",Non-ref,WA,78015582,0.00016878333334346965,11100.44,11096.482822448608,0.035648835103764404,excellent,0
54,14316700,"STEAMBOAT CREEK NEAR GLIDE, OR",Ref,OR,78024750,0.0002251266666490892,587.8989,588.1093307708337,0.03579370038516519,excellent,0
2394,08319000,"RIO GRANDE AT SAN FELIPE, NM",Non-ref,NM,75000679,0.00024006510923244714,40850.5,40865.4316667607,0.036551980418105375,excellent,0
6456,02352500,"FLINT RIVER AT ALBANY, GA",Non-ref,GA,73017692,3.3333407145619276e-09,13700.25,13695.187812499422,0.036949599464083854,excellent,0
2174,09430500,"GILA RIVER NEAR GILA, NM",Ref,NM,77027499,0.0005039172905926857,4804.927,4803.130921963433,0.03737992349449932,excellent,0
1249,12452500,"CHELAN RIVER AT CHELAN, WA",Non-ref,WA,78015651,0.0004191900000023452,2414.854,2415.7568135083357,0.037385842304993984,excellent,0
997,12186000,"SAUK RIVER AB WHITECHUCK RIVER NEAR DARRINGTON, WA",Ref,WA,78014244,0.0002019379115512735,398.4354,398.5843882508229,0.03739332670311611,excellent,0
6666,03476500,"S F HOLSTON RIVER BELOW SOUTH HOLSTON DAM, TENN",Non-ref,TN,74055030,0.00022636666666642216,1821.95,1822.6326287784411,0.037466932596453534,excellent,0
8775,01034500,"Penobscot River at West Enfield, Maine",Non-ref,ME,73000437,0.00028333666666924273,17347.38,17353.926242563328,0.03773620318069249,excellent,0
5721,04156000,"TITTABAWASSEE RIVER AT MIDLAND, MI",Non-ref,MI,72055087,0.0001691257999351145,6128.666,6131.00106835333,0.03810076048082757,excellent,0
3824,08188570,"San Antonio Rv nr McFaddin, TX",Non-ref,TX,75017883,0.00041666666668049857,10722.33,10726.429308358045,0.03823150712620451,excellent,0
6390,02337170,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",Non-ref,GA,73011492,3.333319398279855e-09,5325.304,5323.246983401718,0.038627214489196,excellent,0
4291,06923250,"Niangua River at Windyville, MO",Non-ref,MO,74047222,4.0333333338082866e-05,873.2281,872.8907764470273,0.03862948901584226,excellent,0
7673,02035000,"JAMES RIVER AT CARTERSVILLE, VA",Non-ref,VA,73007826,0.0009795700000054808,16207.12,16200.854705461386,0.038657667362334565,excellent,0
863,11210950,KAWEAH R BL TERMINUS DAM CA,Non-ref,CA,77022088,0.0005525544520552419,1453.3,1453.864897568242,0.03886999024578762,excellent,0
5628,02465000,BLACK WARRIOR RIVER AT NORTHPORT AL,Non-ref,AL,73014370,0.0005001436973857815,12500.05,12495.148831775437,0.03920918895973891,excellent,0
1533,13336500,SELWAY RIVER NR LOWELL ID,Non-ref,ID,78017697,0.00039284024335757583,4959.467,4957.4514786290165,0.040639878660008254,excellent,0
6613,03189600,"GAULEY RIVER BELOW SUMMERSVILLE, WV",Non-ref,WV,74046829,0.00017978333335122443,2084.672,2085.52090909402,0.040721470524869165,excellent,0
628,11403000,EB OF NF FEATHER R NR RICH BAR CA,Non-ref,CA,77006435,0.00039115333333938906,2659.668,2660.763547074384,0.04119112138747507,excellent,0
3772,08102500,"Leon Rv nr Belton, TX",Non-ref,TX,75011490,0.0002699266666610356,9277.848,9281.690386720142,0.0414146332225081,excellent,0
4725,05418500,"Maquoketa River near Maquoketa, IA",Non-ref,IA,74023538,0.00041242999998303276,4019.218,4017.5434674200856,0.04166314392287965,excellent,0
8201,11530000,TRINITY R A HOOPA CA,Non-ref,CA,77000726,0.00014796000000671938,7390.958,7387.7820692917285,0.04297048783488085,excellent,0
6192,03217000,"TYGARTS CREEK NEAR GREENUP, KY",Non-ref,KY,74038048,0.0002620113466999427,625.7565,626.0255923259667,0.043002721660385,excellent,0
3328,07150500,"Salt Fork Arkansas River nr Jet, OK",Non-ref,OK,74053923,2.9439999998714942e-05,8151.488,8147.976505858039,0.043077952662894436,excellent,0
5261,02472500,"BOUIE CREEK NR HATTIESBURG, MS",Ref,MS,73018136,3.333315845566176e-09,789.9363,790.276604624753,0.04308000844536488,excellent,0
3026,07298000,"N Tule Draw at Res nr Tulia, TX",Non-ref,TX,74062663,0.0003383233333380531,555.8976,555.6578852637633,0.043122103106164204,excellent,0
6015,02338500,"CHATTAHOOCHEE RIVER AT US 27, AT FRANKLIN, GA",Non-ref,GA,73014810,5.9999999990623116e-05,6918.44,6921.433963211955,0.04327511999751123,excellent,0
4865,07036100,"St. Francis River near Saco, MO",Non-ref,MO,74046909,1.8856180822299032e-05,1712.368,1711.6257198757912,0.0433481660606084,excellent,0
