,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
1782,04094000,"LITTLE CALUMET RIVER AT PORTER, IND.",Non-ref,IN,72058444,0.00019311793301627085,172.6497,199.43920937716962,15.516684579915067,good,1
1074,06853800,"WHITE ROCK C NR BURR OAK, KS",Ref,KS,74039096,0.002926021009358543,589.4253,681.0463194628338,15.544127383543568,good,1
2484,02247510,"TOMOKA RIVER NR HOLLY HILL, FLA.",Non-ref,FL,73020948,0.0002237050153493847,144.9765,167.5364613787316,15.561116028274652,good,1
2716,02104220,"ROCKFISH CREEK AT RAEFORD, NC",Non-ref,NC,73011451,0.0005892556510033267,241.7823,279.45869834150056,15.582777706019247,good,1
1848,02422500,MULBERRY CREEK AT JONES AL,Ref,AL,73015275,0.00026577666666582905,527.5476,609.8522553545373,15.601370445915652,good,1
2563,04240180,NINEMILE CREEK NEAR MARIETTA NY,Non-ref,NY,72056197,0.00020899333331669823,116.928,135.20825972015822,15.633774391213592,good,1
308,11244000,NF WILLOW C NR BASS LAKE CA,Non-ref,CA,77017582,0.00013656117561236202,132.093,152.81015411084067,15.683763795841326,good,1
317,11278000,ELEANOR C NR HETCH HETCHY CA,Non-ref,CA,77015560,0.00045745333333968574,207.7146,240.29867350224828,15.686944250547766,good,1
333,11214600,HELMS C BL COURTRIGHT DAM CA,Non-ref,CA,77016654,0.0004432666666502883,102.3435,118.40592211938775,15.694618729462787,good,1
306,11241500,STEVENSON C A SHAVER LK CA,Non-ref,CA,77017044,0.0003227848175137779,76.284,88.25849523876083,15.697256618374524,good,1
3107,04296000,"BLACK RIVER AT COVENTRY, VT",Ref,VT,72051993,0.0005001059850081018,302.1894,349.6983312638538,15.721574371521244,good,1
1225,06893500,"Blue River at Kansas City, MO",Non-ref,MO,74039458,0.0005401494420891872,477.0423,552.3277971130397,15.781723573158951,good,1
905,09026500,"ST. LOUIS CREEK NEAR FRASER, CO.",Non-ref,CO,77010922,1.1806666648794817e-05,85.34609,98.86697559711969,15.842419491179605,good,1
2053,04197100,Honey Creek at Melmore OH,Ref,OH,72059542,0.0007103816979602806,388.2105,449.85037964195124,15.877952719452773,good,1
499,13345000,PALOUSE RIVER NR POTLATCH ID,Non-ref,ID,78017726,0.0009413005471024053,818.1477,948.178853922946,15.893359343666924,good,1
1178,05078230,"LOST RIVER AT OKLEE, MN",Non-ref,MN,71047255,0.0011502766666495745,611.0856,708.3426870051115,15.91546045351282,good,1
92,11176500,ARROYO VALLE NR LIVERMORE CA,Non-ref,CA,77015290,0.00031130611743973894,381.6288,442.6599607907396,15.992283808438879,good,1
2279,02324000,"STEINHATCHEE RIVER NEAR CROSS CITY, FLA.",Ref,FL,73020606,0.0006949964472345688,791.0239,917.5582699142312,15.996276460702541,good,1
1026,06410500,"RAPID CR ABOVE PACTOLA RES AT SILVER CITY,  SD",Non-ref,SD,74017872,0.000715141871243402,762.5259,884.7775424069928,16.032457704976686,good,1
562,12388400,Revais Cr bl West Fork nr Dixon MT,Ref,MT,78016628,0.0008621785842096471,60.8409,70.62743932034776,16.085461129516105,good,1
1268,08068740,"Cypress Ck at House-Hahl Rd nr Cypress, TX",Non-ref,TX,75012915,0.0003915933783898669,331.8849,385.4889128334272,16.151386469654746,good,1
1655,05543500,"ILLINOIS RIVER AT MARSEILLES, IL",Non-ref,IL,74029175,0.0003111933333102002,21349.74,17896.138778598634,16.17631512796581,good,1
2806,01449800,"Pohopoco Cr bl Beltzville Dam nr Parryville, PA",Non-ref,PA,73005518,0.00018577333332814305,249.4863,289.8956262657506,16.197012126818425,good,1
2359,01595000,"NORTH BRANCH POTOMAC RIVER AT STEYER, MD",Non-ref,WV,73007067,0.00022222333333132838,190.1387,221.00261945006287,16.23231853907851,good,1
2780,01400000,NORTH BRANCH RARITAN RIVER NEAR RARITAN NJ,Non-ref,NJ,73005379,0.00027777333531616767,485.0956,563.9217927198389,16.249620223279475,good,1
123,11123000,SANTA YNEZ R BL GIBRALTAR DAM NR SNTA BRB C CA,Non-ref,CA,77028613,9.214544165619268e-05,560.1186,651.3412180445065,16.28630401570426,good,1
2039,04201500,Rocky River near Berea OH,Non-ref,OH,72057997,0.00026132309609509915,690.6969,803.2584116509802,16.296802787297892,good,1
1158,08110100,"Davidson Ck nr Lyons, TX",Non-ref,TX,75012529,0.002166044397918139,504.1584,586.7798341295522,16.387991180857497,good,1
2560,04239000,"ONONDAGA CR AT DORWIN AVE., SYRACUSE NY",Non-ref,NY,72056123,6.566664980347726e-06,245.6235,286.00015342607054,16.438432571016428,good,1
2656,01656000,"CEDAR RUN NEAR CATLETT, VA",Non-ref,VA,73006942,0.0005115281165724938,241.2711,280.94456225279976,16.443520277728982,good,1
746,13039500,HENRYS FORK NR LAKE ID,Non-ref,ID,78022608,0.0008333299999918609,244.3383,284.562469040233,16.462490342378985,good,1
1644,05536255,"BUTTERFIELD CREEK AT FLOSSMOOR, IL",Non-ref,IL,72058779,3.469999997918194e-05,60.3423,70.27648865154656,16.463059332419476,good,1
