,STAID,STANAME,CLASS,STATE,COMID,distance,DRAIN_SQKM,flowline_drainage_area,area_difference_pct,match_quality,quality_rank
921,09057500,"BLUE RIVER BELOW GREEN MOUNTAIN RESERVOIR, CO.",Non-ref,CO,77006776,0.00024915666666913694,1494.94,1494.942711184371,0.0001813574037110007,excellent,0
1982,02387500,"OOSTANAULA RIVER AT RESACA, GA",Non-ref,GA,73011126,0.00044587089492050414,4153.317,4153.307263397121,0.0002344295626713966,excellent,0
2617,01613000,"POTOMAC RIVER AT HANCOCK, MD",Non-ref,MD,73005077,0.0008888933333395244,10556.82,10556.87987220085,0.0005671423861617874,excellent,0
1972,03421000,"COLLINS RIVER NEAR MCMINNVILLE, TN",Non-ref,TN,74054427,4.941333331487385e-05,1664.06,1664.0482720200132,0.0007047810768088101,excellent,0
2305,01541000,"West Branch Susquehanna River at Bower, PA",Non-ref,PA,73005411,0.00013262259088204654,817.7463,817.7559595886023,0.0011812451615237707,excellent,0
772,09302000,"DUCHESNE RIVER NEAR RANDLETT, UT",Non-ref,UT,77006285,0.00012241196895091528,9771.918,9771.789811076344,0.001311809244163997,excellent,0
1063,06468170,"JAMES RIVER NR GRACE CITY, ND",Ref,ND,74001449,0.0001184403858662441,2809.098,2809.172469033784,0.002650994510843899,excellent,0
512,13190500,SF BOISE RIVER AT ANDERSON RANCH DAM ID,Non-ref,ID,78024476,0.00036264666668728296,2532.608,2532.719540992,0.004404194885266317,excellent,0
783,09364500,"ANIMAS RIVER AT FARMINGTON, NM",Non-ref,NM,77021133,0.000351683333320807,3545.659,3545.8209700574766,0.0045681228081024565,excellent,0
1551,07067000,"Current River at Van Buren, MO",Ref,MO,74053771,0.0002888866666808099,4349.011,4349.224483264406,0.004908777292263057,excellent,0
2278,02323500,"SUWANNEE RIVER NEAR WILCOX, FLA.",Non-ref,FL,73020341,0.0009868700000055242,25078.26,25076.795737566612,0.005838772041547006,excellent,0
1516,05422000,"Wapsipinicon River near De Witt, IA",Non-ref,IA,74022710,0.0003385554540539379,6049.042,6049.437491410928,0.0065380834010940365,excellent,0
2006,02414500,TALLAPOOSA RIVER AT WADLEY AL,Non-ref,AL,73014448,4.587333333461174e-05,4336.82,4336.5196117261385,0.006926463949650775,excellent,0
1417,05455700,"Iowa River near Lone Tree, IA",Non-ref,IA,74029076,0.0005055666666891057,11127.56,11126.68607550334,0.007853693861547708,excellent,0
1055,08190000,"Nueces Rv at Laguna, TX",Ref,TX,75018147,0.0006037914093817794,1961.433,1961.2733632508239,0.008138781654847028,excellent,0
650,13055000,TETON RIVER NR ST ANTHONY ID,Non-ref,ID,78024481,0.0005251429826635224,2294.463,2294.266192791857,0.008577484498251981,excellent,0
1372,08026000,"Sabine Rv nr Burkeville, TX",Non-ref,TX,75011564,0.00044980333333910494,19466.7,19465.025272284853,0.008603038600009438,excellent,0
1719,02473000,"LEAF RIVER AT HATTIESBURG, MS",Non-ref,MS,73017599,0.0002777800000188791,4542.001,4542.403639400688,0.008864802114482219,excellent,0
553,12302055,Fisher River near Libby MT,Non-ref,MT,78014001,0.00014575827785046807,2185.286,2185.483639730277,0.009044112774114365,excellent,0
1130,06485500,"Big Sioux River at Akron, IA",Non-ref,IA,74022591,0.0001782309782639633,19904.46,19906.292130318063,0.00920462206994673,excellent,0
560,12353000,Clark Fork below Missoula MT,Non-ref,MT,78017471,0.0004551174945971943,23353.03,23355.235677071967,0.00944492886776679,excellent,0
2659,01667500,"RAPIDAN RIVER NEAR CULPEPER, VA",Ref,VA,73006805,0.0002989741752038352,1209.747,1209.8751781231474,0.010595448729968829,excellent,0
1237,07185000,"Neosho River near Commerce, OK",Non-ref,OK,74054132,0.00021606119103227163,15347.65,15349.591839961568,0.012652360208682722,excellent,0
860,09342500,"SAN JUAN RIVER AT PAGOSA SPRINGS, CO.",Non-ref,CO,77015093,0.0002860977428457895,726.894,726.9864665914588,0.012720780672118308,excellent,0
2694,02077500,"HYCO RIVER NEAR DENNISTON, VA",Non-ref,VA,73007981,0.0004982250810313499,746.7939,746.8907414539436,0.012967627874789191,excellent,0
397,12484500,"YAKIMA RIVER AT UMTANUM, WA",Non-ref,WA,78017721,0.0001367968778775445,4139.169,4139.731399136696,0.013587247505393304,excellent,0
823,09073300,"ROARING FORK RIVER AB DIFFICULT C NR ASPEN, CO.",Non-ref,CO,77008399,0.0002688446479356728,196.7139,196.74329469924592,0.014942868422580642,excellent,0
2760,01425000,WEST BR DELAWARE RIVER AT STILESVILLE NY,Non-ref,NY,73003347,0.00017611666666539352,1180.565,1180.7460767524212,0.015338143382293811,excellent,0
640,06033000,Boulder River near Boulder MT,Non-ref,MT,74005492,1.6666666624587376e-06,990.9198,991.0745835515908,0.01562018960472418,excellent,0
822,09070500,"COLORADO RIVER NEAR DOTSERO, CO.",Non-ref,CO,77006272,0.00029363666662618476,11399.51,11401.314711461406,0.01583148276904474,excellent,0
724,09497500,"SALT RIVER NEAR CHRYSOTILE, AZ.",Non-ref,AZ,77027751,0.00022745333333773488,7330.731,7329.56894310285,0.015851855662816453,excellent,0
1488,05404000,"WISCONSIN RIVER NEAR WISCONSIN DELLS, WI",Non-ref,WI,74016584,0.0005153818485624349,20976.56,20973.19633960455,0.01603532893596951,excellent,0
1398,05388250,"Upper Iowa River near Dorchester, IA",Non-ref,IA,74017203,0.0005825666666652296,2010.254,2009.917415273597,0.016743392944516544,excellent,0
2201,03198000,"KANAWHA RIVER AT CHARLESTON, WV",Non-ref,WV,74045284,0.00043278941946641044,27095.16,27099.880976310487,0.01742368862367839,excellent,0
784,09365000,"SAN JUAN RIVER AT FARMINGTON, NM",Non-ref,NM,77020825,0.0006301799999874903,18633.95,18637.37980118993,0.018406195089768963,excellent,0
1851,02423500,CAHABA RIVER NEAR ACTON AL,Non-ref,AL,73014596,0.0005189079543481481,593.7696,593.8789478894553,0.018415878727255027,excellent,0
2709,02096960,"HAW RIVER NEAR BYNUM, NC",Non-ref,NC,73009382,0.0005555533333350127,3297.755,3298.392483191335,0.01933082328235186,excellent,0
460,14018500,"WALLA WALLA RIVER NEAR TOUCHET, WA",Non-ref,WA,78017581,0.00013414000003564297,4294.051,4295.0041399126285,0.022196753429991934,excellent,0
2785,01429000,"West Branch Lackawaxen River at Prompton, PA",Non-ref,PA,73003858,0.0001782033333341815,151.3764,151.41219468397682,0.023646145619021012,excellent,0
1011,06332515,"BEAR DEN CREEK NR MANDAREE, ND",Ref,ND,74002470,0.0006393211681313334,191.4867,191.53311316513168,0.02423832314811823,excellent,0
2195,03185400,"NEW RIVER AT THURMOND, WV",Non-ref,WV,74045365,0.00011284999999361388,17348.47,17352.965680824494,0.025913990250974985,excellent,0
507,13316500,LITTLE SALMON RIVER AT RIGGINS ID,Non-ref,ID,78019884,4.7140305250832246e-09,1492.905,1493.2958678072348,0.026181693224607505,excellent,0
716,09466500,"GILA RIVER AT CALVA, AZ.",Non-ref,AZ,77027320,0.0004971455646438998,29892.82,29884.703129489408,0.027153244526919775,excellent,0
1968,03307000,"RUSSELL CREEK NEAR COLUMBIA, KY",Non-ref,KY,74047388,6.14633333171355e-05,460.6218,460.4956613072267,0.02738443833385252,excellent,0
1442,06926000,"Osage River near Bagnell, MO",Non-ref,MO,74045509,0.0002448266666945642,36166.79,36176.737604389935,0.02750480313551185,excellent,0
492,12414900,ST MARIES RIVER NR SANTA ID,Non-ref,ID,78015635,0.00014648895482771335,705.7197,705.5225032744426,0.027942641470463804,excellent,0
2697,02081747,"TAR R AT US 401 AT LOUISBURG, NC",Non-ref,NC,73009485,0.00019642247870912334,1127.123,1126.8031385943116,0.028378571432618332,excellent,0
796,09431500,"GILA RIVER NEAR REDROCK, NM",Non-ref,NM,77032332,0.00047991999997520907,7318.102,7315.987402352918,0.028895438285522795,excellent,0
734,06054500,Missouri River at Toston MT,Non-ref,MT,74004790,0.0006263866667097772,38074.68,38063.58170902067,0.029148743940411496,excellent,0
601,09382000,"PARIA RIVER AT LEES FERRY, AZ",Non-ref,AZ,77020902,7.391387180335285e-05,3677.924,3676.834232109231,0.02962997307092407,excellent,0
803,06279500,"BIGHORN RIVER AT KANE, WY",Non-ref,WY,74009430,0.000544446294269874,40824.87,40836.98075306165,0.02966513564317542,excellent,0
851,09147025,"UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO",Non-ref,CO,77015123,0.00017677669529245668,685.1979,685.4058703772794,0.030351870208499825,excellent,0
760,09211200,"GREEN RIVER BELOW FONTENELLE RESERVOIR, WY",Non-ref,WY,77000631,0.00034128980199684566,10861.65,10865.04037902657,0.031214217237439727,excellent,0
2577,01545500,"West Branch Susquehanna River at Renovo, PA",Non-ref,PA,73003051,0.00034462333334772666,7709.963,7707.472160389543,0.032306764772496735,excellent,0
1232,06915800,"MARAIS DES CYGNES R AT LA CYGNE, KS",Non-ref,KS,74045609,0.0007508133333260503,7026.935,7024.6423583654305,0.032626481311836784,excellent,0
1854,02425000,CAHABA RIVER NEAR MARION JUNCTION AL,Non-ref,AL,73014559,0.000271549999993681,4572.621,4571.104133532069,0.03317280106816905,excellent,0
838,09306222,"PICEANCE CREEK AT WHITE RIVER, CO",Non-ref,CO,77006877,0.0006709029140048649,1689.349,1688.784446760612,0.03341839012471864,excellent,0
508,13317000,SALMON RIVER AT WHITE BIRD ID,Non-ref,ID,78019782,0.0005892580080244507,34780.62,34768.56739909486,0.03465320889949378,excellent,0
486,12422500,"SPOKANE RIVER AT SPOKANE, WA",Non-ref,WA,78015582,0.00016878333334346965,11100.44,11096.482822448608,0.035648835103764404,excellent,0
26,14316700,"STEAMBOAT CREEK NEAR GLIDE, OR",Ref,OR,78024750,0.0002251266666490892,587.8989,588.1093307708337,0.03579370038516519,excellent,0
870,08319000,"RIO GRANDE AT SAN FELIPE, NM",Non-ref,NM,75000679,0.00024006510923244714,40850.5,40865.4316667607,0.036551980418105375,excellent,0
2138,02352500,"FLINT RIVER AT ALBANY, GA",Non-ref,GA,73017692,3.3333407145619276e-09,13700.25,13695.187812499422,0.036949599464083854,excellent,0
794,09430500,"GILA RIVER NEAR GILA, NM",Ref,NM,77027499,0.0005039172905926857,4804.927,4803.130921963433,0.03737992349449932,excellent,0
454,12452500,"CHELAN RIVER AT CHELAN, WA",Non-ref,WA,78015651,0.0004191900000023452,2414.854,2415.7568135083357,0.037385842304993984,excellent,0
362,12186000,"SAUK RIVER AB WHITECHUCK RIVER NEAR DARRINGTON, WA",Ref,WA,78014244,0.0002019379115512735,398.4354,398.5843882508229,0.03739332670311611,excellent,0
3152,01034500,"Penobscot River at West Enfield, Maine",Non-ref,ME,73000437,0.00028333666666924273,17347.38,17353.926242563328,0.03773620318069249,excellent,0
1893,04156000,"TITTABAWASSEE RIVER AT MIDLAND, MI",Non-ref,MI,72055087,0.0001691257999351145,6128.666,6131.00106835333,0.03810076048082757,excellent,0
2117,02337170,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",Non-ref,GA,73011492,3.333319398279855e-09,5325.304,5323.246983401718,0.038627214489196,excellent,0
2672,02035000,"JAMES RIVER AT CARTERSVILLE, VA",Non-ref,VA,73007826,0.0009795700000054808,16207.12,16200.854705461386,0.038657667362334565,excellent,0
1862,02465000,BLACK WARRIOR RIVER AT NORTHPORT AL,Non-ref,AL,73014370,0.0005001436973857815,12500.05,12495.148831775437,0.03920918895973891,excellent,0
564,13336500,SELWAY RIVER NR LOWELL ID,Non-ref,ID,78017697,0.00039284024335757583,4959.467,4957.4514786290165,0.040639878660008254,excellent,0
1497,05418500,"Maquoketa River near Maquoketa, IA",Non-ref,IA,74023538,0.00041242999998303276,4019.218,4017.5434674200856,0.04166314392287965,excellent,0
2906,11530000,TRINITY R A HOOPA CA,Non-ref,CA,77000726,0.00014796000000671938,7390.958,7387.7820692917285,0.04297048783488085,excellent,0
2072,03217000,"TYGARTS CREEK NEAR GREENUP, KY",Non-ref,KY,74038048,0.0002620113466999427,625.7565,626.0255923259667,0.043002721660385,excellent,0
1718,02472500,"BOUIE CREEK NR HATTIESBURG, MS",Ref,MS,73018136,3.333315845566176e-09,789.9363,790.276604624753,0.04308000844536488,excellent,0
994,06714215,"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",Non-ref,CO,74038417,0.0003686784046399175,10080.27,10075.80047559309,0.044339332249134604,excellent,0
1362,07340000,"Little River near Horatio, AR",Non-ref,AR,74067142,0.0002833366666337156,6942.81,6945.917310305994,0.04475580213189546,excellent,0
2078,03404000,"CUMBERLAND RIVER AT WILLIAMSBURG, KY",Non-ref,KY,74054027,9.053323822403942e-05,4161.075,4162.948075554194,0.045014222387093406,excellent,0
566,13340600,NF CLEARWATER RIVER NR CANYON RANGER STATION ID,Ref,ID,78017906,0.0007572925064605813,3354.622,3356.135022536693,0.04510262368437845,excellent,0
2123,02210500,"OCMULGEE RIVER NEAR JACKSON, GA",Non-ref,GA,73014649,0.0007361999999915271,3710.135,3711.809182423643,0.04512456888072355,excellent,0
3080,01154500,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",Non-ref,NH,73001671,0.0007783737166362171,14220.09,14213.635837241389,0.045387636496051334,excellent,0
775,09166500,"DOLORES RIVER AT DOLORES, CO.",Non-ref,CO,77014453,0.0005300071737963218,1306.857,1307.4504052194732,0.045407050616341156,excellent,0
828,09085000,"ROARING FORK RIVER AT GLENWOOD SPRINGS, CO.",Non-ref,CO,77006548,0.0005016300000164621,3762.712,3760.950059798024,0.046826337013725836,excellent,0
1399,05408000,"KICKAPOO RIVER AT LA FARGE, WI",Ref,WI,74017888,0.0001472233333430495,689.3334,689.0099906907234,0.046916239554996006,excellent,0
763,09224700,"BLACKS FORK NEAR LITTLE AMERICA, WY",Non-ref,WY,77000900,0.0008580505087359042,7719.575,7715.924565888812,0.047288019239241516,excellent,0
2009,02418500,TALLAPOOSA RIVER BELOW TALLASSEE AL,Non-ref,AL,73014425,0.0008746799999954647,8618.29,8622.379161998344,0.0474474866631677,excellent,0
2657,01664000,"RAPPAHANNOCK RIVER AT REMINGTON, VA",Ref,VA,73006802,0.0008782879048097978,1605.101,1605.8875628328433,0.04900394634625322,excellent,0
2189,03155000,"LITTLE KANAWHA RIVER AT PALESTINE, WV",Non-ref,WV,74038424,0.0007302150307968286,3924.7,3926.6794244951534,0.05043505223720489,excellent,0
495,13339500,LOLO CREEK NR GREER ID,Ref,ID,78018112,0.0005892532939554061,625.491,625.8144944441933,0.05171848103223378,excellent,0
840,09110000,"TAYLOR RIVER AT ALMONT, CO.",Non-ref,CO,77014620,0.0002704833333098122,1237.295,1236.648449122902,0.052255191938703344,excellent,0
2076,03282000,"KENTUCKY RIVER AT LOCK 14 AT HEIDELBERG, KY",Non-ref,KY,74045566,0.000751339999993661,6883.035,6886.663325091156,0.05271402936577414,excellent,0
718,09469500,"GILA RIVER BELOW COOLIDGE DAM, AZ.",Non-ref,AZ,77027289,0.00033884333331002386,33546.0,33563.889497336844,0.05332825772623923,excellent,0
961,08279500,"RIO GRANDE AT EMBUDO, NM",Non-ref,NM,75000711,0.0004236088164163622,26130.4,26144.444307794027,0.05374700652889114,excellent,0
2690,02075500,"DAN RIVER AT PACES, VA",Non-ref,VA,73007942,0.00048114373818304096,6697.781,6701.407243593432,0.05414096987393682,excellent,0
711,09401260,"MOENKOPI WASH AT MOENKOPI, AZ",Non-ref,AZ,77021641,0.00083848326628959,4151.018,4148.7325889188405,0.05505664107357543,excellent,0
2004,02411000,COOSA RIVER AT JORDAN DAM NEAR WETUMPKA AL,Non-ref,AL,73014439,0.0001462366666871162,26175.33,26189.777669015195,0.055195747351392474,excellent,0
3096,01135500,"PASSUMPSIC RIVER AT PASSUMPSIC, VT",Non-ref,VT,73000692,0.000501595623336666,1124.902,1124.2720903966865,0.055996842686166046,excellent,0
1969,03308500,"GREEN RIVER AT MUNFORDVILLE, KY",Non-ref,KY,74046040,0.00024861666665287885,4347.185,4349.7028128486045,0.05791823556172743,excellent,0
2228,02137727,"CATAWBA R NR PLEASANT GARDENS, NC",Ref,NC,73009787,3.3333407145619276e-09,329.544,329.74035442289926,0.05958367407668657,excellent,0
399,14226500,"COWLITZ RIVER AT PACKWOOD, WA",Non-ref,WA,78018167,0.0003996159484536375,730.7316,731.1686336735423,0.05980768773957134,excellent,0
834,09152500,"GUNNISON RIVER NEAR GRAND JUNCTION, CO.",Non-ref,CO,77013462,0.0001895108114660435,20560.02,20546.995242953628,0.063349924009668,excellent,0
2731,01315500,HUDSON RIVER AT NORTH CREEK NY,Non-ref,NY,73001774,6.492666665991464e-05,2058.557,2059.8708609875753,0.06382436763108727,excellent,0
536,13174500,"OWYHEE R NR GOLD CREEK, NV",Non-ref,NV,78028265,0.00018923355974501604,527.5683,527.2309809666897,0.06393845750594504,excellent,0
612,09499000,"TONTO CREEK ABV GUN CREEK, NEAR ROOSEVELT, AZ.",Non-ref,AZ,77028123,0.0001229422989854984,1741.359,1742.5001477997625,0.06553202411235252,excellent,0
2007,02414715,"TALLAPOOSA RIVER NR NEW SITE, AL.(HORSESHOE BEND)",Non-ref,AL,73014437,0.00011629078123435542,5330.349,5333.844688501909,0.06558085599853164,excellent,0
497,13341050,CLEARWATER RIVER NR PECK ID,Non-ref,ID,78017669,0.000555553333306591,20665.06,20678.658395400125,0.06580380313497271,excellent,0
2266,02226000,"ALTAMAHA RIVER AT DOCTORTOWN, GA",Non-ref,GA,73017551,7.063525339010244e-05,35273.38,35296.95654002841,0.06683946939140638,excellent,0
408,14046500,"JOHN DAY RIVER AT SERVICE CREEK, OR",Non-ref,OR,78021698,0.0003042256215779131,13313.44,13304.453993010327,0.06749575609063559,excellent,0
1256,07335790,"Kiamichi River near Clayton, OK",Non-ref,OK,74062121,0.0007363715738512316,1810.691,1811.9182376498604,0.06777730987012134,excellent,0
2791,01438500,DELAWARE RIVER AT MONTAGUE NJ,Non-ref,NJ,73003307,3.3333265037072124e-09,9016.394,9010.18775469922,0.06883289817171045,excellent,0
386,12144500,"SNOQUALMIE RIVER NEAR SNOQUALMIE, WA",Non-ref,WA,78015903,0.00016403000000764223,976.8663,976.1923481851387,0.06899120328557874,excellent,0
1519,05466000,"EDWARDS RIVER NEAR ORION, IL",Non-ref,IL,74031746,0.0005196500000081984,401.4297,401.15255216874505,0.06904019091137971,excellent,0
2062,03231500,Scioto River at Chillicothe OH,Non-ref,OH,74037750,0.0006135801242991385,9971.048,9964.097488612193,0.0697069293800174,excellent,0
2667,02026000,"JAMES RIVER AT BENT CREEK, VA",Non-ref,VA,73007841,0.00042056666664080916,9542.876,9536.097447427368,0.07103259617574596,excellent,0
2212,02112000,"YADKIN RIVER AT WILKESBORO, NC",Non-ref,NC,73009496,0.0001964154076306778,1300.812,1301.7454773639254,0.07176112796664517,excellent,0
841,09112500,EAST RIVER AT ALMONT CO.,Non-ref,CO,77014929,0.00022950329096456,748.9827,748.4433181206655,0.07201526541728423,excellent,0
919,09050700,"BLUE RIVER BELOW DILLON, CO.",Non-ref,CO,77007594,0.0005660295502363758,851.6304,851.0128476565642,0.07251412624958178,excellent,0
136,12048000,"DUNGENESS RIVER NEAR SEQUIM, WA",Ref,WA,78014055,0.0003994587628294524,405.0063,405.30060085961503,0.07266574856120034,excellent,0
515,13206000,BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID,Non-ref,ID,78024287,0.0002777733333077123,7182.155,7176.9339040423665,0.0726953951513609,excellent,0
866,09361500,"ANIMAS RIVER AT DURANGO, CO.",Non-ref,CO,77014288,0.0002451421359154086,1817.365,1818.6898423025928,0.07289907655274214,excellent,0
1339,06904500,"Chariton River at Novinger, MO",Non-ref,MO,74030321,0.0002916666666834545,3537.129,3539.788573696861,0.07519018098749343,excellent,0
1438,05584500,"LA MOINE RIVER AT COLMAR, IL",Ref,IL,74030821,0.0005116733333352386,1695.671,1694.393316179745,0.07534974769605107,excellent,0
673,10068500,"BEAR RIVER AT PESCADERO, ID",Non-ref,ID,77000880,7.373666665699828e-05,9587.663,9580.393545256818,0.07582092469439107,excellent,0
2787,01430000,"Lackawaxen River near Honesdale, PA",Non-ref,PA,73003572,0.0006507432996304095,425.0241,425.35461754406026,0.07776442419624799,excellent,0
2671,02034000,"RIVANNA RIVER AT PALMYRA, VA",Non-ref,VA,73007871,0.00029361430575588294,1716.953,1718.295218989093,0.07817447472895289,excellent,0
20,14308000,"SOUTH UMPQUA RIVER AT TILLER,OR",Non-ref,OR,78026598,0.0009091130464576351,1167.245,1166.316378467586,0.07955669396004261,excellent,0
471,10322150,"MARYS CK AT CARLIN, NV",Non-ref,NV,77008320,0.0002781286672712791,116.5977,116.50339122527167,0.08088390656791075,excellent,0
2426,03182500,"GREENBRIER RIVER AT BUCKEYE, WV",Ref,WV,74046077,0.0006225399999806314,1364.974,1363.8642456584946,0.08130223297332569,excellent,0
2125,02213000,"OCMULGEE RIVER AT MACON, GA",Non-ref,GA,73014631,0.0002777766666639536,5824.94,5829.681360991155,0.08139759364311888,excellent,0
2818,01469500,"Little Schuylkill River at Tamaqua, PA",Non-ref,PA,73005775,0.00011481999914172954,114.3441,114.437195959138,0.08141737014677398,excellent,0
3048,01111500,"BRANCH RIVER AT FORESTDALE, RI",Non-ref,RI,73003717,8.235436977323055e-05,237.2391,237.0458783047428,0.081445973811734,excellent,0
1037,05120500,"WINTERING RIVER NR KARLSRUHE, ND",Ref,ND,71044005,4.056666675467113e-06,1509.827,1508.5674759610233,0.08342174560242191,excellent,0
514,13202000,BOISE RIVER NR BOISE ID,Non-ref,ID,78024299,0.0007851454425799784,6959.264,6965.1463054767055,0.08452482154298743,excellent,0
2455,02129000,"PEE DEE R NR ROCKINGHAM, NC",Non-ref,NC,73011170,0.0002777800000046682,17821.98,17837.489743326532,0.08702592712219838,excellent,0
2677,02040000,"APPOMATTOX RIVER AT MATTOAX, VA",Non-ref,VA,73008100,0.00048258859304827894,1878.608,1880.2489969619119,0.08735174990801294,excellent,0
1006,07211500,"CANADIAN RIVER NEAR TAYLOR SPRINGS, NM",Non-ref,NM,74054345,0.0004261237595536273,7220.061,7226.372559091718,0.08741697738729165,excellent,0
1953,03284000,"KENTUCKY RIVER AT LOCK 10 NEAR WINCHESTER, KY",Non-ref,KY,74045537,0.00048614333331897797,10245.05,10254.016874070328,0.08752396591845955,excellent,0
1282,05131500,"LITTLE FORK RIVER AT LITTLEFORK, MN",Ref,MN,71044056,7.287442484949031e-05,4383.507,4379.6674922420925,0.08758986258963625,excellent,0
638,06020600,Ruby River bl Reservoir nr Alder MT,Non-ref,MT,74011131,1.3793333337730473e-05,1541.163,1542.5162462175915,0.08780681975829321,excellent,0
900,06730200,BOULDER CR AT NORTH 75TH ST NR BOULDER,Non-ref,CO,74029632,1.482666665708621e-05,799.5843,800.2883721679912,0.08805477646211553,excellent,0
2306,01541200,"WB Susquehanna River near Curwensville, PA",Non-ref,PA,73005384,0.00045096442078212354,951.9687,952.8178003808428,0.0891941490138008,excellent,0
2928,11464000,RUSSIAN R NR HEALDSBURG CA,Non-ref,CA,77013659,9.017333333360966e-05,2056.271,2058.124473665037,0.09013761634710331,excellent,0
1041,06354000,"CANNONBALL RIVER AT BREIEN, ND",Ref,ND,74004477,0.0002777766666497428,10598.19,10607.785015468697,0.09053447304394567,excellent,0
2115,02336490,"CHATTAHOOCHEE RIVER AT GA 280, NEAR ATLANTA, GA",Non-ref,GA,73011507,0.0005555600000164418,4121.988,4125.723018062448,0.09061205569856182,excellent,0
1393,05369000,"RED CEDAR RIVER AT MENOMONIE, WI",Non-ref,WI,74010605,0.0005555599999809148,4627.409,4623.2132654964835,0.09067135633604417,excellent,0
1435,05507800,"Salt River near Center, MO",Non-ref,MO,74037697,0.0006108624771927937,6172.583,6178.206259591843,0.09110059098182455,excellent,0
337,11218400,NF KINGS R BL DINKEY C NR BALCH CAMP CA,Non-ref,CA,77020946,0.000330520000005663,1000.967,1001.8870077798184,0.09191189917534083,excellent,0
2342,03048500,"Kiskiminetas River at Vandergrift, PA",Non-ref,PA,74029823,0.0004900800000058325,4728.982,4733.3416782621525,0.09219062923378765,excellent,0
78,11424000,BEAR R NR WHEATLAND CA,Non-ref,CA,77013878,0.000877495945234755,756.6912,757.3889257291344,0.09220745915036284,excellent,0
5,14150000,"MIDDLE FORK WILLAMETTE RIVER NEAR DEXTER, OREG.",Non-ref,OR,78024498,0.0006256197957564735,2605.191,2602.778281610831,0.09261195778615584,excellent,0
516,13235000,SF PAYETTE RIVER AT LOWMAN ID,Ref,ID,78021942,0.0009820958943759753,1163.229,1162.1025780886787,0.09683578309355755,excellent,0
1383,04027000,"BAD RIVER NEAR ODANAH, WI",Ref,WI,72040349,0.00036477753220906983,1619.847,1621.4179625068316,0.09698215367449024,excellent,0
2299,04227500,GENESEE RIVER NEAR MOUNT MORRIS NY,Non-ref,NY,72055051,0.0002751666666682695,3692.064,3695.7219123817977,0.09907499929031063,excellent,0
2680,02044500,"NOTTOWAY RIVER NEAR RAWLINGS, VA",Non-ref,VA,73008183,0.00014886666666313886,819.7965,820.6180825733853,0.10021786789590895,excellent,0
1499,05426000,"CRAWFISH RIVER AT MILFORD, WI",Non-ref,WI,74016892,0.0003180990565819282,2032.097,2030.0584637431366,0.10031687743564312,excellent,0
934,07096000,"ARKANSAS RIVER AT CANON CITY, CO.",Non-ref,CO,74045902,0.0005534066666967874,7940.421,7948.433169063857,0.10090358009804609,excellent,0
669,13132535,BIG LOST R AT LINCOLN BLVD BRIDGE NR ATOMIC CITY,Non-ref,ID,78024215,0.0001964201216863244,4743.366,4738.563477002728,0.10124715228113977,excellent,0
1466,08010000,"BAYOU DES CANNES NR EUNICE, LA",Non-ref,LA,74071730,0.00013889333334304865,368.8311,369.2045634925404,0.10125596581752332,excellent,0
1984,02388500,"OOSTANAULA RIVER NEAR ROME, GA",Non-ref,GA,73011103,0.0007409066666710373,5481.973,5487.528027021653,0.10133262279206186,excellent,0
1932,04192500,Maumee River near Defiance OH,Non-ref,OH,72057844,0.000661498393811324,14248.29,14233.845287272141,0.10137857053625347,excellent,0
48,11517500,SHASTA R NR YREKA CA,Non-ref,CA,77001369,0.0001172995869320256,2047.286,2045.180499549005,0.10284349382524588,excellent,0
845,09124500,"LAKE FORK AT GATEVIEW, CO.",Non-ref,CO,77014575,5.564999997886844e-05,879.2001,880.1062479067058,0.10306503681082031,excellent,0
1,14301000,"NEHALEM RIVER NEAR FOSS, OR",Ref,OR,78019756,0.00040521932608791477,1743.544,1745.3412793216373,0.10308195959707549,excellent,0
842,09114500,"GUNNISON RIVER NEAR GUNNISON, CO.",Non-ref,CO,77014339,2.484301824124662e-05,2617.133,2619.8437580145915,0.10357738848547808,excellent,0
2758,01421000,EAST BR DELAWARE R AT FISHS EDDY NY,Non-ref,NY,73003356,0.0008007442181695987,2029.478,2027.375533507895,0.10359641701487389,excellent,0
1490,05405000,"BARABOO RIVER NEAR BARABOO, WI",Non-ref,WI,74017331,0.00027777666667816453,1577.939,1579.578421307687,0.1038963678372178,excellent,0
2684,02051500,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",Ref,VA,73008131,0.0001472833333693302,1428.706,1430.2088537441214,0.10518985320433082,excellent,0
615,09510000,"VERDE RIVER BLW BARTLETT DAM, AZ.",Non-ref,AZ,77027234,0.0008750900000009665,15081.04,15097.064606479196,0.10625664065074707,excellent,0
2912,11470500,EEL R BL SCOTT DAM NR POTTER VALLEY CA,Non-ref,CA,77007165,0.000394553333315173,750.2211,749.4203613815889,0.10673368403142222,excellent,0
719,09489500,"BLACK RIVER BLW PUMPING PLANT, NR POINT OF PINES,",Non-ref,AZ,77027903,5.3723333344635193e-05,1439.507,1441.0641406408042,0.10817180054033526,excellent,0
